Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,82.7,83.6,80.4,,,,,,,,82.2
1E,80.5,84.5,86.7,,,,,,,,83.9
2H,87.6,83.6,,,,,,,,,85.6
2E,83.2,82.5,83.8,,,,,,,,83.2
3H,85,84.7,85.5,,,,,,,,85.1
3E,84.7,86.9,83.5,,,,,,,,85
4H,83.2,87.8,84,,,,,,,,85
4E,83.9,85.3,82.7,,,,,,,,84
5H,85.6,84.2,84.8,,,,,,,,84.9
5E,85.2,82.2,86.2,,,,,,,,84.5
6H,83,84,86.5,,,,,,,,84.5
6E,81.4,80.5,83.9,,,,,,,,81.9
7H,83.9,83.2,85.3,,,,,,,,84.1
7E,83,85.3,84.4,,,,,,,,84.2
8H,,,,,,,,,,,
8E,84.3,84.4,85.2,,,,,,,,84.6
9H,84.1,85.3,82.5,,,,,,,,84
9E,82.9,84.7,83.3,,,,,,,,83.6
10H,,,,,,,,,,,
10E,,,,,,,,,,,
11H,,,,,,,,,,,
11E,84.5,83.7,86.3,,,,,,,,84.8
12H,,,,,,,,,,,
12E,,,,,,,,,,,
13H,85.4,86,85.1,,,,,,,,85.5
13E,,,,,,,,,,,
14H,,,,,,,,,,,
14E,,,,,,,,,,,
15H,,,,,,,,,,,
15E,,,,,,,,,,,
16H,,,,,,,,,,,
16E,,,,,,,,,,,
17H,,,,,,,,,,,
17E,85.6,82.6,84.1,,,,,,,,84.1
18H,85,84.3,85.3,,,,,,,,84.9
18E,82.1,84.9,83.2,,,,,,,,83.4
19H,84.4,85.8,85.2,,,,,,,,85.1
19E,85,81.5,83.7,,,,,,,,83.4
20H,84.2,85.8,86.5,,,,,,,,85.5
20E,,,,,,,,,,,
21H,82.9,84.6,84.9,,,,,,,,84.1
21E,,,,,,,,,,,
22H,83.5,85.7,83.3,,,,,,,,84.2
22E,80,85.4,83.3,,,,,,,,82.9
23H,85.9,85.2,85.5,,,,,,,,85.5
23E,85.8,85.8,84.2,,,,,,,,85.3
24H,83,84.2,84.5,,,,,,,,83.9
24E,83.2,84.2,88.1,,,,,,,,85.2
25H,85.9,85,83.5,,,,,,,,84.8
25E,82.9,85.1,85.6,,,,,,,,84.5
26H,84.3,84.2,81,,,,,,,,83.2
26E,83.5,84.4,84.9,,,,,,,,84.3
27H,84.9,84.6,83.2,,,,,,,,84.2
27E,,,,,,,,,,,
28H,84.9,85.7,85.3,,,,,,,,85.3
28E,,,,,,,,,,,
29H,,,,,,,,,,,
29E,82.5,84,83,,,,,,,,83.2
30H,84.5,85,82.9,,,,,,,,84.1
30E,83,84.2,82.7,,,,,,,,83.3
31H,85.2,85,80.8,,,,,,,,83.7
31E,83.6,84.7,84.6,,,,,,,,84.3
32H,84.3,83,85.5,,,,,,,,84.3
32E,85.2,84.7,83.7,,,,,,,,84.5
33H,83.3,86,84.2,,,,,,,,84.5
33E,83.5,85.4,80.4,,,,,,,,83.1
34H,82.4,85,83,,,,,,,,83.5
34E,81.5,84.3,83.9,,,,,,,,83.2
35H,84.2,84.6,81.1,,,,,,,,83.3
35E,84.3,85.6,85,,,,,,,,85
