Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,87.8,91.2,91,,,,,,,,90
1E,91.2,93.4,90.5,,,,,,,,91.7
2H,,,,,,,,,,,
2E,,,,,,,,,,,
3H,90.2,93.3,92.9,,,,,,,,92.1
3E,91,91.7,92.7,,,,,,,,91.8
4H,,,,,,,,,,,
4E,,,,,,,,,,,
5H,91.9,93.4,90.4,,,,,,,,91.9
5E,89.7,90.1,93,,,,,,,,90.9
6H,,,,,,,,,,,
6E,,,,,,,,,,,
7H,93.6,93,90.8,,,,,,,,92.5
7E,90.0,87.2,92.2,,,,,,,,89.8
8H,,,,,,,,,,,
8E,,,,,,,,,,,
9H,92.8,93.1,92.1,,,,,,,,92.7
9E,88.7,88.1,92,,,,,,,,89.6
10H,,,,,,,,,,,
10E,,,,,,,,,,,
11H,89.4,90.4,92.1,,,,,,,,90.6
11E,93.5,92.1,90.9,,,,,,,,92.2
12H,,,,,,,,,,,
12E,,,,,,,,,,,
13H,93.9,95.6,89.3,,,,,,,,92.9
13E,90.3,90.4,89.2,,,,,,,,90
14H,,,,,,,,,,,
14E,,,,,,,,,,,
