Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,82.8,81,80.3,,,,,,,,81.4
1E,85.4,86,85.8,,,,,,,,85.7
2H,79,80.2,80.8,,,,,,,,80
2E,82,81.8,83,,,,,,,,82.3
3H,84.2,82.8,85,,,,,,,,84
3E,82,80.8,81.2,,,,,,,,81.3
4H,84,82.7,81.4,,,,,,,,82.7
4E,83,82.7,81,,,,,,,,82.2
5H,79,80.2,79.5,,,,,,,,79.6
5E,82,80.7,81,,,,,,,,81.2
6H,87.3,86,86.8,,,,,,,,86.7
6E,79,80.1,78.2,,,,,,,,79.1
1E1,80.2,81,83.8,,,,,,,,81.7
1E2,84,85.7,83,,,,,,,,84.2
1E3,84.7,82,81.8,,,,,,,,82.8
1E4,84.5,86,85.7,,,,,,,,85.4
1E5,83.9,83,82.9,,,,,,,,83.3
1E6,82.7,83,85,,,,,,,,83.6
1E7,86,85.2,85.8,,,,,,,,85.7
1E8,80.2,80.8,81.2,,,,,,,,80.7
1E9,79,80.2,80.8,,,,,,,,80
2E1,81.4,81.8,80.2,,,,,,,,81.1
2E2,80,82.8,81.4,,,,,,,,81.4
2E3,82.4,81.7,83,,,,,,,,82.4
2E4,83.1,82.8,81.2,,,,,,,,82.4
2E5,84,82.7,81,,,,,,,,82.6
2E6,81.9,80,82.8,,,,,,,,81.6
2E7,81.5,80,83.8,,,,,,,,81.8
2E8,86,83.8,84,,,,,,,,84.6
2E9,83.9,82,81.7,,,,,,,,82.5
3E1,82,83.8,84,,,,,,,,83.3
3E2,83.2,81,80.7,,,,,,,,81.6
3E3,82.3,81,83.7,,,,,,,,82.3
3E4,84.7,82,81.8,,,,,,,,82.8
3E5,81.6,82,81.5,,,,,,,,81.7
3E6,81,80.2,82,,,,,,,,81.1
3E7,81,80.2,82.7,,,,,,,,81.3
3E8,82,82.8,81,,,,,,,,81.9
3E9,85.7,82,85.5,,,,,,,,84.4
4E1,82,81.8,84,,,,,,,,82.6
4E2,80.6,81,82.7,,,,,,,,81.4
4E3,83.7,82,81.8,,,,,,,,82.5
4E4,86,81.2,84.7,,,,,,,,84
4E5,81,82.7,83.8,,,,,,,,82.5
4E6,79,78.2,79.8,,,,,,,,79
4E7,82,81.7,80.2,,,,,,,,81.3
4E8,84.9,82.8,81,,,,,,,,82.9
4E9,82,83.8,81,,,,,,,,82.3
5E1,79,81.7,80.4,,,,,,,,80.4
5E2,79.3,80.7,80.2,,,,,,,,80.1
5E3,85.2,84,85.7,,,,,,,,85
5E4,82.4,81,83.7,,,,,,,,82.4
5E5,81,83.7,84,,,,,,,,82.9
5E6,82.9,81,83.7,,,,,,,,82.5
5E7,85.9,84,85.3,,,,,,,,85.1
5E8,86.5,87.8,86,,,,,,,,86.8
5E9,87,86.2,87.5,,,,,,,,86.9
6E1,85.6,86.3,85,,,,,,,,85.6
6E2,83,82.7,81,,,,,,,,82.2
6E3,82.3,72,81.7,,,,,,,,78.7
6E4,83,82.8,85,,,,,,,,83.6
6E5,81.7,83,83.8,,,,,,,,82.8
6E6,79,80.1,82.8,,,,,,,,80.6
6E7,82,83.8,85,,,,,,,,83.6
6E8,82,83.8,84,,,,,,,,83.3
6E9,84.6,82.4,84,,,,,,,,83.7
