Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,74.9,76.9,77.3,,,,,,,,76.4
1A,51,56,52,,,,,,,,53
1B,76.4,73.7,78,,,,,,,,76
1E,65,62.7,64,,,,,,,,63.9
2H,,,,,,,,,,,
2A,,,,,,,,,,,
2B,,,,,,,,,,,
2E,,,,,,,,,,,
3H,,,,,,,,,,,
3A,,,,,,,,,,,
3B,,,,,,,,,,,
3E,,,,,,,,,,,
4H,77,75,77.2,,,,,,,,76.4
4A,60,59,58.7,,,,,,,,59.2
4B,74.6,76,73,,,,,,,,74.5
4E,55.7,60.8,59.2,,,,,,,,58.6
1A1,63.7,67.5,64,,,,,,,,65.1
2A1,74.9,75,75,,,,,,,,75
3A1,75,74.9,75.2,,,,,,,,75
4A1,74.9,75,75.2,,,,,,,,75
1A2,74,76,75,,,,,,,,75
