Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,80.9,83,82.7,,,,,,,,82.2
1E,84.2,84.6,85.7,,,,,,,,84.8
2H,82.6,82,80.8,,,,,,,,81.8
2E,85.4,86.4,84.8,,,,,,,,85.5
3H,83,82,81.8,,,,,,,,82.3
3E,86,82.5,84,,,,,,,,84.2
1E1,84.2,86,85.7,,,,,,,,85.3
1E2,85.7,84.8,85,,,,,,,,85.2
1E3,83.2,81.2,82,,,,,,,,82.1
1E4,84,82.7,84.1,,,,,,,,83.6
1E5,82.7,82,83.8,,,,,,,,82.8
1E6,81.6,82,81.8,,,,,,,,81.8
2E1,84.6,85.7,82,,,,,,,,84.1
2E2,83,82.7,81.7,,,,,,,,82.5
2E3,78,82,81.7,,,,,,,,80.6
2E4,86,85.3,84,,,,,,,,85.1
2E5,80.7,82,83.8,,,,,,,,82.2
2E6,85.3,84,85.7,,,,,,,,85
3E1,84.6,85,83.8,,,,,,,,84.5
3E2,81.2,83,82.8,,,,,,,,82.3
3E3,82,81.8,85,,,,,,,,82.9
3E4,85,82.8,82,,,,,,,,83.3
3E5,80.2,83,82.7,,,,,,,,82
3E6,84.9,82,81.8,,,,,,,,82.9
