Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,90,92.5,91.4,,,,,,,,91.3
1E,89.5,92,93.8,,,,,,,,91.8
2H,,,,,,,,,,,
2E,,,,,,,,,,,
3H,92,90.7,91,,,,,,,,91.2
3E,89,92.3,91,,,,,,,,90.8
4H,,,,,,,,,,,
4E,,,,,,,,,,,
5H,91.9,92,93.8,,,,,,,,92.6
5E,89.7,92.2,89,,,,,,,,90.3
6H,,,,,,,,,,,
6E,,,,,,,,,,,
7H,91.3,89.9,90,,,,,,,,90.4
7E,90,91.2,93,,,,,,,,91.4
8H,,,,,,,,,,,
8E,,,,,,,,,,,
9H,91,92.3,91.7,,,,,,,,91.7
9E,90.2,91,93,,,,,,,,91.4
10H,,,,,,,,,,,
10E,,,,,,,,,,,
11H,90.7,92.3,94,,,,,,,,92.3
11E,90.1,90,91.7,,,,,,,,90.6
12H,,,,,,,,,,,
12E,,,,,,,,,,,
13H,90.7,90,92,,,,,,,,90.9
13E,89.7,93.5,92.4,,,,,,,,91.9
14H,,,,,,,,,,,
14E,,,,,,,,,,,
15H,89.8,89.7,89,,,,,,,,89.5
15E,92,93.7,91,,,,,,,,92.2
16H,,,,,,,,,,,
16E,,,,,,,,,,,
17H,89,90.2,89.7,,,,,,,,89.6
17E,91.2,92.1,91.1,,,,,,,,91.5
18H,,,,,,,,,,,
18E,,,,,,,,,,,
19H,91.2,92,90.3,,,,,,,,91.2
19E,89,93.8,89.2,,,,,,,,90.7
20H,,,,,,,,,,,
20E,,,,,,,,,,,
21H,90,91.5,94,,,,,,,,91.8
21E,89,90.5,92,,,,,,,,90.5
22H,,,,,,,,,,,
22E,,,,,,,,,,,
23H,90,92,93.8,,,,,,,,91.9
23E,91.4,92.3,92,,,,,,,,91.9
24H,,,,,,,,,,,
24E,,,,,,,,,,,
25H,91.9,89.2,91.7,,,,,,,,90.9
25E,91.4,91.5,93.5,,,,,,,,92.1
26H,,,,,,,,,,,
26E,,,,,,,,,,,
27H,,,,,,,,,,,
27E,89.1,89.8,90.5,,,,,,,,89.8
28H,,,,,,,,,,,
28E,,,,,,,,,,,
29H,90.3,92.7,93,,,,,,,,92
29E,93,92.7,90.8,,,,,,,,92.2
30H,,,,,,,,,,,
30E,,,,,,,,,,,
31H,90.3,91.8,89,,,,,,,,90.4
31E,89,90,92,,,,,,,,90.3
32H,,,,,,,,,,,
32E,,,,,,,,,,,
33H,,,,,,,,,,,
33E,92.7,92,93.7,,,,,,,,92.8
34H,,,,,,,,,,,
34E,,,,,,,,,,,
35H,88.9,92,90.7,,,,,,,,90.5
35E,92,91.7,93,,,,,,,,92.2
36H,,,,,,,,,,,
36E,,,,,,,,,,,
37H,90,89.5,90,,,,,,,,89.8
37E,91.8,89,92.1,,,,,,,,91
38H,,,,,,,,,,,
38E,,,,,,,,,,,
39H,89,91.3,91,,,,,,,,90.4
39E,89.2,92.6,89.1,,,,,,,,90.3
40H,,,,,,,,,,,
40E,,,,,,,,,,,
41H,89,93.1,93.7,,,,,,,,91.9
41E,88.9,92,91.5,,,,,,,,90.8
42H,,,,,,,,,,,
42E,,,,,,,,,,,
43H,93,91,90.8,,,,,,,,91.6
43E,89,90.4,92,,,,,,,,90.5
44H,,,,,,,,,,,
44E,,,,,,,,,,,
45H,90,91.2,92,,,,,,,,91.1
45E,89.5,91.2,93,,,,,,,,91.2
46H,,,,,,,,,,,
46E,,,,,,,,,,,
47H,90.1,92.6,91.2,,,,,,,,91.3
47E,89,90.6,91,,,,,,,,90.2
48H,,,,,,,,,,,
48E,,,,,,,,,,,
49H,,,,,,,,,,,
49E,89.7,91.5,91.4,,,,,,,,90.9
50H,,,,,,,,,,,
50E,,,,,,,,,,,
51H,92,90.8,91.2,,,,,,,,91.3
51E,89.9,92,89,,,,,,,,90.3
52H,,,,,,,,,,,
52E,,,,,,,,,,,
53H,92.7,93.2,92,,,,,,,,92.6
53E,89.3,92.7,92,,,,,,,,91.3
54H,,,,,,,,,,,
54E,,,,,,,,,,,
55H,89.3,93.3,92,,,,,,,,91.5
55E,93,92.3,93.7,,,,,,,,93
56H,,,,,,,,,,,
56E,,,,,,,,,,,
