date,die_number,production_number,pressing_type,billet_size,billet_length,billet_quantity
ì˙ït,å^î‘,ïiî‘,éÌï ,ÉrÉåÉbÉgÉTÉCÉY,ÉrÉåÉbÉgí∑Ç≥,ÉrÉåÉbÉgêî
2021-11-08,VJ30M1-V01D,VJ3000-20-1,Åú,9,600,20
2021-11-09,MXS20TB-V01D,P3800502-M-2,Åú,9,1200,34
2021-11-09,MXS12TB-V01D,P3800302-M-1,Åú,9,600,28
2021-11-10,CQ16G-V01C,C2Q16G-P1281-30K,ÅZ,9,600,3
2021-11-10,CQ20G-V01C,C2Q20G-P1282-30K,ÅZ,9,600,4
2021-11-10,CQ25G-V01C,C2Q25G-P1283-30K,ÅZ,9,1200,2
2021-11-10,CQ32T-V01B,C2Q32-04-J0779-K,Åú,9,1200,24
2021-11-10,CQ40T-V01B,C2Q40-04-J0780-K,Åú,9,1200,20
2021-11-11,CQ12G-V01C,C2Q12G-P1280-30K,ÅZ,9,600,2
2021-11-11,CQ32G-V01C,C2Q32G-P1284-30K,ÅZ,9,1200,3
2021-11-11,CQ40G-V01C,C2Q40G-P1285-30K,ÅZ,9,1200,5
2021-11-11,SY50MP-V01D,SY50M-20-E-1,Åú,9,1200,20
2021-11-12,CQ50T-V01B,C2Q50-04-J0781-K,ÅZ,9,1200,1
2021-11-12,MXW20B-V01D,P3801101-M,ÅZ,9,1200,1
2021-11-12,XLA40B2-V01B,XLA40-1B-S,ÅZ,9,1200,2
2021-11-12,XLA16B2-V01B,XLA16-1B-S,Åú,9,1200,19
2021-11-12,SY30MP-V01D,SY30M-20-E-1,Åú,9,1200,13
2021-11-13,SY70M-V01B,SY7000-20-1,Åú,9,1200,1
2021-11-15,VJ30M1-V01D,VJ3000-20-1,Åú,9,600,22
2021-11-15,MXS16TB-V01D,P3800402-M-2,Åú,9,600,38
2021-11-15,CQ63T-V02C,C2Q63-04-J0782AK,Åù,9,1200,1
2021-11-16,CQ50T-V01B,C2Q50-04-J0781-K,ÅZ,9,1200,1
2021-11-16,CG32H-V01C,C1G32L-M3322-20K,ÅZ,9,1200,2
2021-11-16,CG40H-V01C,C1G40L-M3323-20K,ÅZ,9,1200,3
2021-11-16,MHY20B-V01D,P3319301-M,Åú,9,1200,5
2021-11-16,MHY25B-V01D,P3319401-M,Åú,9,1200,5
2021-11-17,CQ50T-V01B,C2Q50-04-J0781-K,ÅZ,9,1200,1
2021-11-17,XLA40B2-V01B,XLA40-1B-S,ÅZ,9,1200,2
2021-11-17,CUJ12A-V01D,CUJ12A-AD252-20K,Åú,9,600,5
2021-11-17,CUJ16A-V01D,CUJ16A-AD253-20K,Åú,9,600,5
2021-11-17,CUJ20A-V01D,CUJ20A-AD254-20K,Åú,9,600,5
2021-11-17,CQ63T-V02C,C2Q63-04-J0782AK,Åù,9,1200,1
2021-11-18,SY50M-V01B,SY5000-20-1,ÅZ,9,1200,1
2021-11-18,MXS12TB-V01D,P3800302-M-1,Åú,9,600,36
2021-11-18,SY30MP-V01D,SY30M-20-E-1,Åú,9,1200,2
2021-11-19,XLA16B2-V01B,XLA16-1B-S,Åú,9,1200,31
2021-11-19,VJ10M-V01D,VJ100-16-7,Åú,9,600,8
2021-11-19,SY50MP-V01D,SY50M-20-E-1,Åú,9,1200,8
2021-11-20,APT6-V01B,APTE00-96000150-D,Åú,9,1200,22
2021-11-20,SY50MP-V01D,SY50M-20-E-1,Åú,9,1200,22
2021-11-22,SY30MP-V01D,SY30M-20-E-1,Åú,9,1200,29
2021-11-22,SY70M-V01B,SY7000-20-1,Åú,9,1200,10
2021-11-23,MSQ50B2-V01D,P6260401-D,ÅZ,9,1200,1
2021-11-23,XLA40B2-V01B,XLA40-1B-S,ÅZ,9,1200,2
2021-11-23,MXW16B-V01D,P3801001-M,ÅZ,9,1200,1
2021-11-23,APT2-V01B,APTE00-98000724-D,ÅZ,9,600,1
2021-11-23,APT3-V01B,APTE00-98000404-D,ÅZ,9,600,1
2021-11-23,APT4-V01B,APTE00-98000565-D,Åú,9,1200,35
2021-11-24,CQ50T-V01B,C2Q50-04-J0781-K,ÅZ,9,1200,1
2021-11-24,CQ63T-V02C,C2Q63-04-J0782AK,Åù,9,1200,2
2021-11-24,MGPM20B2-V01D,MGP20A-AC893-30K,ÅZ,9,1200,1
2021-11-24,MGPM16B2-V01D,MGP16A-AC892-30K,ÅZ,9,1200,1
2021-11-24,APT5-V01B,APTE00-96000152-D,ÅZ,9,600,1
2021-11-24,APT7-V01B,APTE00-98000948-D,ÅZ,9,600,1
2021-11-25,CQ12C-V01D,S501A61T14X06X30,ÅZ,9,600,1
2021-11-25,CQ16C-V01D,S501A61T19X08X30,ÅZ,9,600,2
2021-11-25,CQ20C-V01D,S501A61T23X10X30,ÅZ,9,600,2
2021-11-25,CQ25C-V01D,S501A61T27X12X30,ÅZ,9,600,3
2021-11-25,CQ32C-V01D,S501A61T35X16X30,ÅZ,9,600,4
2021-11-25,CQ40C-V01D,S501A61T43X16X30,ÅZ,9,1200,3
2021-11-26,SY50M-V01B,SY5000-20-1,ÅZ,9,1200,1
2021-11-26,APT4-V01B,APTE00-98000565-D,Åú,9,1200,35
2021-11-26,APT6-V01B,APTE00-96000150-D,Åú,9,1200,19
2021-11-26,SY30MP-V01D,SY30M-20-E-1,Åú,9,1200,4
2021-11-27,CQ50T-V01B,C2Q50-04-J0781-K,ÅZ,9,1200,1
2021-11-27,SY30MP-V01D,SY30M-20-E-1,Åú,9,1200,6
2021-11-27,CUJ16A-V01D,CUJ16A-AD253-20K,Åú,9,600,10
2021-11-27,DXT192M1-V01D,DXT192-11-3,Åú,9,600,20
2021-11-29,XLA40B2-V01B,XLA40-1B-S,ÅZ,9,1200,2
2021-11-29,VJ30M1-V01D,VJ3000-20-1,Åú,9,600,20
2021-11-29,CUJ12A-V01D,CUJ12A-AD252-20K,Åú,9,600,10
2021-11-29,SY50MP-V01D,SY50M-20-E-1,Åú,9,1200,8
2021-11-30,MSQ50B2-V01D,P6260401-D,ÅZ,9,1200,1
2021-11-30,XLA25B2-V01B,XLA25-1B-S,Åú,9,1200,30
2021-11-30,DXT192M1-V01D,DXT192-11-3,Åú,9,600,38
2021-12-01,CRQ15B-V01C,P4730002#1,ÅZ,9,600,1
2021-12-01,MXW16B-V01D,P3801001-M,ÅZ,9,1200,1
2021-12-01,CRQ20B-V01D,P4730003-D,ÅZ,9,1200,1
2021-12-01,APT6-V01B,APTE00-96000150-D,Åú,9,1200,1
2021-12-01,CQ32T-V01B,C2Q32-04-J0779-K,Åú,9,600,20
2021-12-01,SY50MP-V01D,SY50M-20-E-1,Åú,9,1200,40
2021-12-02,MXW20B-V01D,P3801101-M,ÅZ,9,1200,1
2021-12-02,CRQ40B-V01D,P4730005-D,ÅZ,9,1200,1
2021-12-02,CRQ30B-V01D,P4730004-D,ÅZ,9,1200,1
2021-12-02,CUJ12A-V01D,CUJ12A-AD252-20K,Åú,9,600,19
2021-12-02,CQ40T-V01B,C2Q40-04-J0780-K,Åú,9,1200,20
2021-12-03,CQ50T-V01B,C2Q50-04-J0781-K,ÅZ,9,1200,2
2021-12-03,XLA25B2-V01B,XLA25-1B-S,Åú,9,1200,24
2021-12-03,CUJ20A-V01D,CUJ20A-AD254-20K,Åú,9,600,15
2021-12-03,SY30MP-V01D,SY30M-20-E-1,Åú,9,1200,3
2021-12-04,VJ30M1-V01D,VJ3000-20-1,Åú,9,600,20
2021-12-04,CUJ16A-V01D,CUJ16A-AD253-20K,Åú,9,600,18
2021-12-06,MSQ50B2-V01D,P6260401-D,ÅZ,9,1200,1
2021-12-06,SY30MP-V01D,SY30M-20-E-1,Åú,9,1200,15
2021-12-06,CUJ12A-V01D,CUJ12A-AD252-20K,Åú,9,600,6
2021-12-07,MSQ10B2-V01D,P6260101-D,ÅZ,9,1200,1
2021-12-07,MSQ20B2-V01D,P6260201-D,ÅZ,9,1200,1
2021-12-07,VJ30M1-V01D,VJ3000-20-1,Åú,9,600,2
2021-12-08,CQ32T-V01B,C2Q32-04-J0779-K,Åú,9,1200,16
2021-12-08,CUJ20A-V01D,CUJ20A-AD254-20K,Åú,9,600,17
2021-12-09,CQ40T-V01B,C2Q40-04-J0780-K,Åú,9,1200,24
2021-12-09,CUJ16A-V01D,CUJ16A-AD253-20K,Åú,9,600,21
2021-12-10,CQ50T-V01B,C2Q50-04-J0781-K,ÅZ,9,1200,1
