Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,85.2,86.4,86,,,,,,,,85.9
1E,85.4,87.5,84.4,,,,,,,,85.8
2H,84.2,86.0,85.5,,,,,,,,85.2
2E,84.7,86.3,86.9,,,,,,,,86
3H,82.8,84.4,85.6,,,,,,,,84.3
3E,84.3,85.7,84.6,,,,,,,,84.9
4H,85.7,85.5,86.8,,,,,,,,86
4E,83.5,84.5,83.5,,,,,,,,83.8
5H,83.5,83.3,85.1,,,,,,,,84
5E,84.6,84.7,84.9,,,,,,,,84.7
1E1,83.4,84.3,84.7,,,,,,,,84.1
1E2,83.2,84.4,83.1,,,,,,,,83.6
1E3,77.1,81.1,84.9,,,,,,,,81
1E5,76.7,80.1,83.4,,,,,,,,80.1
1E6,84.5,86.1,85.5,,,,,,,,85.4
2E1,77.2,85.2,83.3,,,,,,,,81.9
2E2,85.9,82.6,86.2,,,,,,,,84.9
2E3,82.4,84.4,86.5,,,,,,,,84.4
2E5,85.3,85.6,85.9,,,,,,,,85.6
2E6,86.9,84.5,85.6,,,,,,,,85.7
3E1,84.3,85.8,86,,,,,,,,85.4
3E2,85.5,85.1,85.7,,,,,,,,85.4
3E3,80.2,86.2,84.8,,,,,,,,83.7
3E5,90.5,85.2,86.6,,,,,,,,87.4
3E6,83.6,86,88.8,,,,,,,,86.1
4E1,86,85.8,83.2,,,,,,,,85
4E2,86,86.9,86.5,,,,,,,,86.5
4E3,84.4,81.4,86.6,,,,,,,,84.1
4E5,85.5,86.5,86.9,,,,,,,,86.3
4E6,84.5,83.7,86.1,,,,,,,,84.8
5E1,77.5,84.4,87.2,,,,,,,,83
5E2,86.4,83.4,86.3,,,,,,,,85.4
5E3,82.2,84.6,86.9,,,,,,,,84.6
5E5,84.5,85.6,88.5,,,,,,,,86.2
5E6,86.6,85.1,84.7,,,,,,,,85.5
