Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,76,77.2,76,,,,,,,,76.4
1A,71.8,76.8,76.2,,,,,,,,74.9
1B,76.8,77.2,76.6,,,,,,,,76.9
1E,71.9,70.9,71.8,,,,,,,,71.5
2H,,,,,,,,,,,
2A,,,,,,,,,,,
2B,,,,,,,,,,,
2E,,,,,,,,,,,
3H,77,79.7,76,,,,,,,,77.6
3A,75,79.9,71.8,,,,,,,,75.6
3B,75.2,78.1,80.5,,,,,,,,77.9
3E,75.6,78,75,,,,,,,,76.2
4H,,,,,,,,,,,
4A,,,,,,,,,,,
4B,,,,,,,,,,,
4E,,,,,,,,,,,
5H,,,,,,,,,,,
5A,,,,,,,,,,,
5B,,,,,,,,,,,
5E,,,,,,,,,,,
6H,,,,,,,,,,,
6A,,,,,,,,,,,
6B,,,,,,,,,,,
6E,,,,,,,,,,,
7H,72.8,76.4,78,,,,,,,,75.7
7A,72,74.7,71.8,,,,,,,,72.8
7B,79,76.2,83,,,,,,,,79.4
7E,72.9,73,76,,,,,,,,74
8H,,,,,,,,,,,
8A,,,,,,,,,,,
8B,,,,,,,,,,,
8E,,,,,,,,,,,
