Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,89.2,90.2,90.6,,,,,,,,90
1E,89,89.9,92,,,,,,,,90.3
2H,89.4,89.7,90.3,,,,,,,,89.8
2E,89,90.2,90.1,,,,,,,,89.8
3H,89.2,89,90.3,,,,,,,,89.5
3E,89,89.3,90.6,,,,,,,,89.6
4H,90.1,89.9,90.7,,,,,,,,90.2
4E,89.3,90.2,89.5,,,,,,,,89.7
5H,87,87.4,88.4,,,,,,,,87.6
5E,,,,,,,,,,,
6H,90,89,89.8,,,,,,,,89.6
6E,89.5,89.6,90.1,,,,,,,,89.7
7H,89.1,90.2,91.3,,,,,,,,90.2
7E,89.5,92.7,90.2,,,,,,,,90.8
8H,89.5,89,90.2,,,,,,,,89.6
8E,89.9,90.8,90.7,,,,,,,,90.5
9H,89.3,89.4,91,,,,,,,,89.9
9E,89,90.,90.2,,,,,,,,89.7
10H,90.4,91.7,90,,,,,,,,90.7
10E,89,90.2,91,,,,,,,,90.1
11H,89.5,90.5,89.5,,,,,,,,89.8
11E,91,90.4,90.2,,,,,,,,90.5
12H,89,89.6,90.5,,,,,,,,89.7
12E,90,96.3,90.5,,,,,,,,92.3
13H,90.2,89.8,90.2,,,,,,,,90.1
13E,89,90.6,89.3,,,,,,,,89.6
14H,90,89.6,90.9,,,,,,,,90.2
14E,90.4,89,90.2,,,,,,,,89.9
15H,94,90.2,89.7,,,,,,,,91.3
15E,89,90.2,90.4,,,,,,,,89.9
16H,94,89.7,89,,,,,,,,90.9
16E,89.6,90.2,89.9,,,,,,,,89.9
17H,89,89.5,90.3,,,,,,,,89.6
17E,89,90.3,91,,,,,,,,90.1
18H,90.2,89.7,89.3,,,,,,,,89.7
18E,89.7,89.5,90.2,,,,,,,,89.8
19H,89.3,89.9,90.1,,,,,,,,89.8
19E,90,93.7,90.3,,,,,,,,91.3
20H,89,93.6,89.6,,,,,,,,90.7
20E,91.3,90.2,91,,,,,,,,90.8
21H,90.1,89,89.7,,,,,,,,89.6
21E,90.5,90.4,90.6,,,,,,,,90.5
22H,90,90.8,91.2,,,,,,,,90.7
22E,,,,,,,,,,,
23H,89.1,89.2,90.7,,,,,,,,89.7
23E,90.3,89.4,90.2,,,,,,,,90
24H,89.4,89.4,90,,,,,,,,89.6
24E,89.9,90.2,90,,,,,,,,90
25H,92,90.1,89,,,,,,,,90.4
25E,90.5,93,89.2,,,,,,,,90.9
26H,89.5,90.2,91,,,,,,,,90.2
26E,89.7,90.1,89.7,,,,,,,,89.8
27H,93.8,89,89.7,,,,,,,,90.8
27E,90.6,89.7,90,,,,,,,,90.1
28H,89,90.4,90.2,,,,,,,,89.9
28E,89,89.3,90.6,,,,,,,,89.6
29H,89.7,90.2,90,,,,,,,,90
29E,90.2,90.2,90,,,,,,,,90.1
30H,89.5,89.4,90.4,,,,,,,,89.8
30E,89.7,88.9,90.2,,,,,,,,89.6
31H,90.2,91.4,90.7,,,,,,,,90.8
31E,90.1,89.7,90.4,,,,,,,,90.1
32H,89.4,89.8,90.3,,,,,,,,89.8
32E,91.5,90,89,,,,,,,,90.2
33H,89.6,90.2,89.5,,,,,,,,89.8
33E,89.5,88.9,90.3,,,,,,,,89.6
34H,90.3,90.5,91.3,,,,,,,,90.7
34E,89,89.7,90.2,,,,,,,,89.6
35H,89,90,90.2,,,,,,,,89.7
35E,89.5,89.1,90.2,,,,,,,,89.6
36H,90.3,89.9,90.4,,,,,,,,90.2
36E,89,89.3,90.2,,,,,,,,89.5
37H,90.5,89.2,90.2,,,,,,,,90
37E,90,90.7,90.2,,,,,,,,90.3
38H,90.1,90.7,91.2,,,,,,,,90.7
38E,90.6,89,89.8,,,,,,,,89.8
39H,90.1,89,90.2,,,,,,,,89.8
39E,90,89.3,90.2,,,,,,,,89.8
40H,89.3,89.2,90,,,,,,,,89.5
40E,90.5,90,89.5,,,,,,,,90
41H,91.3,90,89.7,,,,,,,,90.3
41E,91,90.8,90.2,,,,,,,,90.7
42H,89.6,89,90.6,,,,,,,,89.7
42E,90.8,90.4,90.1,,,,,,,,90.4
43H,93.2,90.6,91,,,,,,,,91.6
43E,92.9,93,91.2,,,,,,,,92.4
44H,90.6,90.6,91.8,,,,,,,,91
44E,91.9,92.4,92.4,,,,,,,,92.2
45H,90,90.8,95.1,,,,,,,,92
45E,,,,,,,,,,,
46H,91.7,91.8,90,,,,,,,,91.2
46E,94,92.9,90,,,,,,,,92.3
47H,91.1,90.9,92.7,,,,,,,,91.6
47E,91.7,91.4,90,,,,,,,,91
48H,92.6,91,90.3,,,,,,,,91.3
48E,91,90,94.5,,,,,,,,91.8
49H,92.3,89.7,90.5,,,,,,,,90.8
49E,90,89,90.3,,,,,,,,89.8
50H,90.7,89,90.6,,,,,,,,90.1
50E,92.3,92.7,92.1,,,,,,,,92.4
51H,90.7,90.7,89.5,,,,,,,,90.3
51E,89.2,89.4,90.2,,,,,,,,89.6
52H,92.5,89.8,90.5,,,,,,,,90.9
52E,90.2,91.8,92.6,,,,,,,,91.5
53H,89.5,91.4,90,,,,,,,,90.3
53E,92.9,92.1,90,,,,,,,,91.7
54H,89,90.8,90.9,,,,,,,,90.2
54E,96.3,92.2,91.7,,,,,,,,93.4
55H,90.1,96.1,90,,,,,,,,92.1
55E,89,90.4,91.2,,,,,,,,90.2
56H,91.1,89,89.3,,,,,,,,89.8
56E,92,89.4,92.3,,,,,,,,91.2
57H,89.4,90.8,91,,,,,,,,90.4
57E,92.1,93.7,92.1,,,,,,,,92.6
58H,90.1,90.2,90,,,,,,,,90.1
58E,90.4,91.3,92.5,,,,,,,,91.4
59H,89.1,89.2,90.3,,,,,,,,89.5
59E,91,91.2,91,,,,,,,,91.1
60H,90.7,90,89,,,,,,,,89.9
60E,89.6,90.7,91.6,,,,,,,,90.6
61H,90,90.4,90.4,,,,,,,,90.3
61E,89.7,91.6,90.4,,,,,,,,90.6
62H,91.3,90.8,90.8,,,,,,,,91
62E,91.5,90.7,90,,,,,,,,90.7
63H,90.4,91.7,91.6,,,,,,,,91.2
63E,89.6,90,91.9,,,,,,,,90.5
64H,91.9,90.2,89,,,,,,,,90.4
64E,92,91.3,92,,,,,,,,91.8
65H,89,89.9,90.3,,,,,,,,89.7
65E,89.5,89.4,90.2,,,,,,,,89.7
66H,91.3,91.3,91.2,,,,,,,,91.3
66E,90.7,92.7,90.4,,,,,,,,91.3
67H,91.7,92.1,90.2,,,,,,,,91.3
67E,90.5,91,90.2,,,,,,,,90.6
68H,92.1,91.5,89.4,,,,,,,,91
68E,89,91.6,92.9,,,,,,,,91.2
69H,92,93.5,90.2,,,,,,,,91.9
69E,91.6,92.9,93,,,,,,,,92.5
70H,91.2,91.8,92.4,,,,,,,,91.8
70E,92,92.3,93.8,,,,,,,,92.7
5H1,91.7,91.5,90.7,,,,,,,,91.3
5E1,90.1,90.7,91,,,,,,,,90.6
22E1,90.2,91.4,90.7,,,,,,,,90.8
45E1,91,90,92,,,,,,,,91
