Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,79.4,80.5,82.8,,,,,,,,80.9
1E,78.7,79.3,80.6,,,,,,,,79.5
2H,80.2,83.5,84.7,,,,,,,,82.8
2E,79.9,93.2,87.6,,,,,,,,86.9
3H,76.1,77.8,79.5,,,,,,,,77.8
3E,73.1,74.6,75.5,,,,,,,,74.4
4H,79.8,80.3,81.4,,,,,,,,80.5
4E,81.3,82.7,84.8,,,,,,,,82.9
5H,75.4,76.8,79.6,,,,,,,,77.3
5E,76.8,78.9,80.3,,,,,,,,78.7
6H,80.6,81.2,83.7,,,,,,,,81.8
6E,78.3,80.4,87.2,,,,,,,,82
