Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,89,90.2,91,,,,,,,,90.1
1E,91.8,90.8,90,,,,,,,,90.9
2H,89.7,94.9,90,,,,,,,,91.5
2E,87,88.2,86,,,,,,,,87.1
3H,83,83,84.7,,,,,,,,83.6
3E,88.7,86.8,86,,,,,,,,87.2
4H,80.8,86,83.5,,,,,,,,83.4
4E,86,87.2,88.7,,,,,,,,87.3
5H,76,77.2,76.7,,,,,,,,76.6
5E,88.5,88.9,87.3,,,,,,,,88.2
6H,65,64.7,62,,,,,,,,63.9
6E,89,86.7,88,,,,,,,,87.9
7H,85,82.7,85,,,,,,,,84.2
7E,87,86.8,85,,,,,,,,86.3
8H,85,86,87.2,,,,,,,,86.1
8E,88.7,87,86.8,,,,,,,,87.5
9H,86.8,87,84.7,,,,,,,,86.2
9E,88,88.5,87,,,,,,,,87.8
10H,86,87.2,86,,,,,,,,86.4
10E,90,90.8,90.2,,,,,,,,90.3
11H,86.6,88.8,87,,,,,,,,87.5
11E,87,88.5,86,,,,,,,,87.2
12H,86,88,87.6,,,,,,,,87.2
12E,85.4,86,87.2,,,,,,,,86.2
11H1,86,85.7,85,,,,,,,,85.6
11E,86,85,85.1,,,,,,,,85.4
11E1,86,86.2,85,,,,,,,,85.7
10H1,90.7,90,89.7,,,,,,,,90.1
3H1,85,85.7,86,,,,,,,,85.6
7H1,87,86.2,83,,,,,,,,85.4
4E1,87,86.5,86,,,,,,,,86.5
2E1,90,91.2,90.3,,,,,,,,90.5
8E1,86,87.2,86,,,,,,,,86.4
5E1,87,86.3,85,,,,,,,,86.1
8H1,86,85.7,84,,,,,,,,85.2
7E1,87,86.7,87,,,,,,,,86.9
6H1,86,84,86,,,,,,,,85.3
12E1,86,87.2,85,,,,,,,,86.1
9H1,93.7,91,90.7,,,,,,,,91.8
12H1,87,88.2,86.8,,,,,,,,87.3
5H1,83,84.8,87,,,,,,,,84.9
3E1,90.5,91,90.7,,,,,,,,90.7
9E1,90.7,90.2,89,,,,,,,,90
4H1,86,85.7,85,,,,,,,,85.6
8E2,81.9,83,82.7,,,,,,,,82.5
4H2,83.2,84,82.8,,,,,,,,83.3
4E2,84.9,84.9,82.8,,,,,,,,84.2
12H2,87.3,84.9,83,,,,,,,,85.1
7E2,86.1,87.2,88.7,,,,,,,,87.3
6E2,88.4,86.5,87,,,,,,,,87.3
6H2,85.7,83.2,84,,,,,,,,84.3
5E2,90,91.2,90.1,,,,,,,,90.4
8H2,87.6,84.7,85,,,,,,,,85.8
7H2,87.5,86.8,84.1,,,,,,,,86.1
5H2,83.4,85,86.7,,,,,,,,85
3H2,86.3,87,84.8,,,,,,,,86
11H2,85.9,86,86.8,,,,,,,,86.2
8E3,87.1,88.2,87,,,,,,,,87.4
11E3,86.7,86,87.2,,,,,,,,86.6
7E3,83,85.8,86,,,,,,,,84.9
4E3,83.9,83,84.7,,,,,,,,83.9
12E3,86,83.8,85,,,,,,,,84.9
6E3,90,89.7,90.2,,,,,,,,90
4E4,82.9,85.4,87.3,,,,,,,,85.2
5H4,90,90.6,91.1,,,,,,,,90.6
6H4,94.5,90,91.9,,,,,,,,92.1
7E4,89.5,90.3,89.7,,,,,,,,89.8
7H4,90.1,89.5,91.3,,,,,,,,90.3
8H4,87.5,88.1,87,,,,,,,,87.5
8E4,82.6,85.9,86.2,,,,,,,,84.9
11H4,95.7,89.5,90,,,,,,,,91.7
11E4,89.6,89.4,89.4,,,,,,,,89.5
12h4,85.6,86.1,88.7,,,,,,,,86.8
12E4,89.7,90.3,90.6,,,,,,,,90.2
