Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,76.3,71.8,72.3,,,,,,,,73.5
1E,71.8,79.1,71.5,,,,,,,,74.1
2H,81.8,79.4,75.9,,,,,,,,79
2E,68.4,77.3,71.8,,,,,,,,72.5
3H,80.2,78.4,76.9,,,,,,,,78.5
3E,76.3,74.4,78.3,,,,,,,,76.3
