Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,,,,,,,,,,,
1E,,,,,,,,,,,
2H,,,,,,,,,,,
2E,,,,,,,,,,,
3H,,,,,,,,,,,
3E,,,,,,,,,,,
4H,,,,,,,,,,,
4E,,,,,,,,,,,
5H,,,,,,,,,,,
5E,,,,,,,,,,,
6H,,,,,,,,,,,
6E,,,,,,,,,,,
7H,,,,,,,,,,,
7E,91.2,91.1,92,,,,,,,,91.4
8H,,,,,,,,,,,
8E,,,,,,,,,,,
9H,,,,,,,,,,,
9E,,,,,,,,,,,
10H,,,,,,,,,,,
10E,,,,,,,,,,,
11H,,,,,,,,,,,
11E,94.7,92.4,91,,,,,,,,92.7
12H,,,,,,,,,,,
12E,,,,,,,,,,,
13H,,,,,,,,,,,
13E,,,,,,,,,,,
14H,,,,,,,,,,,
14E,,,,,,,,,,,
15H,,,,,,,,,,,
15E,,,,,,,,,,,
16H,,,,,,,,,,,
16E,,,,,,,,,,,
17H,,,,,,,,,,,
17E,,,,,,,,,,,
18H,,,,,,,,,,,
18E,,,,,,,,,,,
19H,,,,,,,,,,,
19E,,,,,,,,,,,
20H,,,,,,,,,,,
20E,,,,,,,,,,,
21H,,,,,,,,,,,
21E,,,,,,,,,,,
22H,,,,,,,,,,,
22E,,,,,,,,,,,
23H,,,,,,,,,,,
23E,,,,,,,,,,,
24H,,,,,,,,,,,
24E,,,,,,,,,,,
25H,,,,,,,,,,,
25E,,,,,,,,,,,
26H,,,,,,,,,,,
26E,,,,,,,,,,,
27H,,,,,,,,,,,
27E,90.5,89.3,91.7,,,,,,,,90.5
28H,,,,,,,,,,,
28E,,,,,,,,,,,
29H,89,90.3,92,,,,,,,,90.4
29E,,,,,,,,,,,
30H,,,,,,,,,,,
30E,,,,,,,,,,,
31H,,,,,,,,,,,
31E,85.1,92,92.7,,,,,,,,89.9
32H,,,,,,,,,,,
32E,,,,,,,,,,,
33H,,,,,,,,,,,
33E,,,,,,,,,,,
34H,,,,,,,,,,,
34E,,,,,,,,,,,
35H,,,,,,,,,,,
35E,89,90.3,90.5,,,,,,,,89.9
36H,,,,,,,,,,,
36E,,,,,,,,,,,
37H,,,,,,,,,,,
37E,,,,,,,,,,,
38H,,,,,,,,,,,
38E,,,,,,,,,,,
39H,90,89,90.2,,,,,,,,89.7
39E,,,,,,,,,,,
40H,,,,,,,,,,,
40E,,,,,,,,,,,
41H,,,,,,,,,,,
41E,,,,,,,,,,,
42H,,,,,,,,,,,
42E,,,,,,,,,,,
43H,,,,,,,,,,,
43E,,,,,,,,,,,
44H,,,,,,,,,,,
44E,,,,,,,,,,,
45H,,,,,,,,,,,
45E,92,91.7,90,,,,,,,,91.2
46H,,,,,,,,,,,
46E,,,,,,,,,,,
47H,,,,,,,,,,,
47E,90,93.7,91.2,,,,,,,,91.6
48H,,,,,,,,,,,
48E,,,,,,,,,,,
49H,,,,,,,,,,,
49E,,,,,,,,,,,
50H,,,,,,,,,,,
50E,,,,,,,,,,,
51H,,,,,,,,,,,
51E,,,,,,,,,,,
52H,,,,,,,,,,,
52E,,,,,,,,,,,
53H,,,,,,,,,,,
53E,,,,,,,,,,,
54H,,,,,,,,,,,
54E,,,,,,,,,,,
55H,,,,,,,,,,,
55E,,,,,,,,,,,
56H,,,,,,,,,,,
56E,,,,,,,,,,,
57H,,,,,,,,,,,
57E,,,,,,,,,,,
58H,,,,,,,,,,,
58E,,,,,,,,,,,
59H,,,,,,,,,,,
59E,,,,,,,,,,,
60H,,,,,,,,,,,
60E,,,,,,,,,,,
61H,,,,,,,,,,,
61E,,,,,,,,,,,
62H,,,,,,,,,,,
62E,,,,,,,,,,,
63H,,,,,,,,,,,
63E,,,,,,,,,,,
64H,,,,,,,,,,,
64E,,,,,,,,,,,
65H,,,,,,,,,,,
65E,,,,,,,,,,,
66H,,,,,,,,,,,
66E,,,,,,,,,,,
67H,,,,,,,,,,,
67E,,,,,,,,,,,
68H,,,,,,,,,,,
68E,,,,,,,,,,,
69H,,,,,,,,,,,
69E,,,,,,,,,,,
70H,,,,,,,,,,,
70E,,,,,,,,,,,
71H,,,,,,,,,,,
71E,,,,,,,,,,,
72H,,,,,,,,,,,
72E,,,,,,,,,,,
73H,,,,,,,,,,,
73E,,,,,,,,,,,
74H,,,,,,,,,,,
74E,,,,,,,,,,,
75H,,,,,,,,,,,
75E,,,,,,,,,,,
76H,,,,,,,,,,,
76E,,,,,,,,,,,
77H,,,,,,,,,,,
77E,,,,,,,,,,,
78H,,,,,,,,,,,
78E,,,,,,,,,,,
79H,,,,,,,,,,,
79E,,,,,,,,,,,
80H,,,,,,,,,,,
80E,,,,,,,,,,,
81H,,,,,,,,,,,
81E,,,,,,,,,,,
82H,,,,,,,,,,,
82E,,,,,,,,,,,
83H,90.2,91,,,,,,,,,90.6
83E,,,,,,,,,,,
84H,,,,,,,,,,,
84E,,,,,,,,,,,
