Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,91,90.2,89,,,,,,,,90.1
1E,86,84.6,85,,,,,,,,85.2
2H,85,85.7,84,,,,,,,,84.9
2E,86.8,87,88.2,,,,,,,,87.3
1E2,86.4,88.4,87,,,,,,,,87.3
1E3,90.4,92.5,87,,,,,,,,90
1E4,86,86.4,87.2,,,,,,,,86.5
1E5,85,85.7,84,,,,,,,,84.9
1E6,85.8,86,86.5,,,,,,,,86.1
1E7,86.5,86.6,85.5,,,,,,,,86.2
2E1,84,85.9,85,,,,,,,,85
2E2,88.6,88,87.2,,,,,,,,87.9
2E3,86.7,88,86.8,,,,,,,,87.2
2E4,83,86.5,86,,,,,,,,85.2
2E5,84.7,85.8,84.7,,,,,,,,85.1
2E6,87.6,88,86,,,,,,,,87.2
2E7,86.2,86,87.2,,,,,,,,86.5
2E8,86,86.2,87.9,,,,,,,,86.7
2E9,,,,,,,,,,,
1E8,85,85.1,85.6,,,,,,,,85.2
1E9,86.4,85.7,84.2,,,,,,,,85.4
2E10,84.6,86,85.7,,,,,,,,85.4
2E9,85.7,84.3,83,,,,,,,,84.3
2E11,90,92,89.7,,,,,,,,90.6
2E12,83.8,84,84.7,,,,,,,,84.2
1E10,87.4,88.3,87,,,,,,,,87.6
1E11,78.5,87,88.2,,,,,,,,84.6
1E12,83,86.4,85.7,,,,,,,,85
1E1,83,82.8,84,,,,,,,,83.3
