Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,86,84.8,85.9,,,,,,,,85.6
1E,82.8,83,82.9,,,,,,,,82.9
2H,83.4,85.5,84.8,,,,,,,,84.6
2E,85,84.2,85.8,,,,,,,,85
1E1,79,85.1,84,,,,,,,,82.7
1E2,81,82.8,84,,,,,,,,82.6
1E3,86.2,84.5,85.7,,,,,,,,85.5
1E4,87,84.8,85.7,,,,,,,,85.8
1E5,84.8,84.7,81,,,,,,,,83.5
1E6,82.8,81,80.2,,,,,,,,81.3
1E7,85.3,85.7,82,,,,,,,,84.3
1E8,83.2,83.8,85,,,,,,,,84
1E9,85.3,84.8,85,,,,,,,,85
1E10,83.8,82.7,85,,,,,,,,83.8
1E11,80.9,83,82.7,,,,,,,,82.2
1E12,86,85.7,84.2,,,,,,,,85.3
2E1,81.2,80.7,82,,,,,,,,81.3
2E2,84.6,85,82.8,,,,,,,,84.1
2E3,84.8,85,84.7,,,,,,,,84.8
2E4,84,82.8,81,,,,,,,,82.6
2E5,84.6,82,83.7,,,,,,,,83.4
2E6,78,81.3,82.7,,,,,,,,80.7
2E7,85,84.9,83,,,,,,,,84.3
2E8,85.1,86.2,85,,,,,,,,85.4
2E9,81,82.7,80.2,,,,,,,,81.3
2E10,84,86.2,86.8,,,,,,,,85.7
2E11,82,83.7,81,,,,,,,,82.2
2E12,83,82.8,86,,,,,,,,83.9
