Position,1,2,3,4,5,6,7,8,9,10,AVG
33H,,,,,,,,,,,
33E,,,,,,,,,,,
34H,,,,,,,,,,,
34E,,,,,,,,,,,
35H,93.6,93.8,92.9,,,,,,,,93.4
35E,92.2,92,91.5,,,,,,,,91.9
36H,,,,,,,,,,,
36E,,,,,,,,,,,
37H,,,,,,,,,,,
37E,,,,,,,,,,,
38H,,,,,,,,,,,
38E,,,,,,,,,,,
39H,,,,,,,,,,,
39E,,,,,,,,,,,
40H,,,,,,,,,,,
40E,,,,,,,,,,,
41H,93.6,93.1,92.8,,,,,,,,93.2
41E,91.1,91.5,92,,,,,,,,91.5
42H,,,,,,,,,,,
42E,,,,,,,,,,,
43H,,,,,,,,,,,
43E,,,,,,,,,,,
44H,,,,,,,,,,,
44E,,,,,,,,,,,
45H,93,93.2,92.8,,,,,,,,93
45E,91.8,92,91.3,,,,,,,,91.7
46H,,,,,,,,,,,
46E,,,,,,,,,,,
47H,93.3,93.5,93.9,,,,,,,,93.6
47E,92.3,92.6,93,,,,,,,,92.6
48H,,,,,,,,,,,
48E,,,,,,,,,,,
49H,,,,,,,,,,,
49E,,,,,,,,,,,
50H,,,,,,,,,,,
50E,,,,,,,,,,,
51H,,,,,,,,,,,
51E,,,,,,,,,,,
52H,,,,,,,,,,,
52E,,,,,,,,,,,
53H,92,92.6,93,,,,,,,,92.5
53E,91.6,92,91.6,,,,,,,,91.7
54H,,,,,,,,,,,
54E,,,,,,,,,,,
55H,93,93.6,92.9,,,,,,,,93.2
55E,93.4,91.5,91.3,,,,,,,,92.1
56H,,,,,,,,,,,
56E,,,,,,,,,,,
57H,94,94.2,93.9,,,,,,,,94
57E,93.2,93.5,92.1,,,,,,,,92.9
58H,,,,,,,,,,,
58E,,,,,,,,,,,
59H,,,,,,,,,,,
59E,,,,,,,,,,,
60H,,,,,,,,,,,
60E,,,,,,,,,,,
61H,94,95.1,94.6,,,,,,,,94.6
61E,93.8,92.5,94,,,,,,,,93.4
62H,,,,,,,,,,,
62E,,,,,,,,,,,
63H,92.1,92,93.5,,,,,,,,92.5
63E,91.3,90.8,91.6,,,,,,,,91.2
64H,,,,,,,,,,,
64E,,,,,,,,,,,
65H,,,,,,,,,,,
65E,,,,,,,,,,,
66H,,,,,,,,,,,
66E,,,,,,,,,,,
67H,,,,,,,,,,,
67E,,,,,,,,,,,
68H,,,,,,,,,,,
68E,,,,,,,,,,,
69H,,,,,,,,,,,
69E,,,,,,,,,,,
70H,,,,,,,,,,,
70E,,,,,,,,,,,
71H,93.5,93.6,94,,,,,,,,93.7
71E,93.2,93.5,92.9,,,,,,,,93.2
72H,,,,,,,,,,,
72E,,,,,,,,,,,
73H,,,,,,,,,,,
73E,,,,,,,,,,,
74H,,,,,,,,,,,
74E,,,,,,,,,,,
75H,93,93.1,92.2,,,,,,,,92.8
75E,92.3,92.8,91,,,,,,,,92
76H,,,,,,,,,,,
76E,,,,,,,,,,,
77H,,,,,,,,,,,
77E,,,,,,,,,,,
78H,,,,,,,,,,,
78E,,,,,,,,,,,
79H,,,,,,,,,,,
79E,,,,,,,,,,,
80H,,,,,,,,,,,
80E,,,,,,,,,,,
81H,,,,,,,,,,,
81E,,,,,,,,,,,
82H,,,,,,,,,,,
82E,,,,,,,,,,,
83H,,,,,,,,,,,
83E,,,,,,,,,,,
84H,,,,,,,,,,,
84E,,,,,,,,,,,
85H,95.1,94.6,94,,,,,,,,94.6
85E,93.4,93.5,94,,,,,,,,93.6
86H,,,,,,,,,,,
86E,,,,,,,,,,,
87H,95,94.2,93.1,,,,,,,,94.1
87E,93.2,92.1,91.5,,,,,,,,92.3
88H,,,,,,,,,,,
88E,,,,,,,,,,,
89H,91.1,92,91.5,,,,,,,,91.5
89E,90.8,90.3,90.2,,,,,,,,90.4
90H,,,,,,,,,,,
90E,,,,,,,,,,,
91H,92.1,91.5,91.6,,,,,,,,91.7
91E,90.5,90.3,91,,,,,,,,90.6
92H,,,,,,,,,,,
92E,,,,,,,,,,,
93H,93.3,94,93.9,,,,,,,,93.7
93E,93.5,93,92.8,,,,,,,,93.1
94H,,,,,,,,,,,
94E,,,,,,,,,,,
95H,92,92.3,92.1,,,,,,,,92.1
95E,90,90.5,91,,,,,,,,90.5
96H,,,,,,,,,,,
96E,,,,,,,,,,,
