Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,92.1,92,90.2,,,,,,,,91.4
1E,91.3,91,90.2,,,,,,,,90.8
2H,89.4,90.3,91.9,,,,,,,,90.5
2E,89.2,90.2,89.8,,,,,,,,89.7
3H,91.2,91.4,90.1,,,,,,,,90.9
3E,90.7,89.2,89,,,,,,,,89.6
4H,90.1,90.5,91,,,,,,,,90.5
4E,89.7,90,90.6,,,,,,,,90.1
5H,91.6,94.5,90,,,,,,,,92
5E,90.1,91.5,90.3,,,,,,,,90.6
6H,90.2,91.5,89,,,,,,,,90.2
6E,90.7,90.2,89.8,,,,,,,,90.2
7H,91.4,91.7,92.1,,,,,,,,91.7
7E,90,89.6,89,,,,,,,,89.5
8H,90.7,90,90.2,,,,,,,,90.3
8E,89.2,91.2,90,,,,,,,,90.1
9H,90.6,90,89.5,,,,,,,,90
9E,90.1,90.1,90,,,,,,,,90.1
10H,91.2,89,91.3,,,,,,,,90.5
10E,89.4,90.5,90.3,,,,,,,,90.1
11H,92.1,92.2,94.8,,,,,,,,93
11E,90,91.1,89,,,,,,,,90
12H,92.2,89,90.2,,,,,,,,90.5
12E,91.7,90,89.8,,,,,,,,90.5
13H,90.5,90.2,90.7,,,,,,,,90.5
13E,90.6,89.5,94.2,,,,,,,,91.4
14H,89.6,93.1,90.6,,,,,,,,91.1
14E,90.7,91.3,89.6,,,,,,,,90.5
15H,91,90.1,90,,,,,,,,90.4
15E,89.2,89.6,90,,,,,,,,89.6
16H,91.8,91.3,91,,,,,,,,91.4
16E,89,89.7,90.3,,,,,,,,89.7
17H,89,89.3,92.1,,,,,,,,90.1
17E,90.3,90.1,89,,,,,,,,89.8
18H,92.4,92.2,92,,,,,,,,92.2
18E,91.4,90,89.7,,,,,,,,90.4
19H,89.9,90.2,89,,,,,,,,89.7
19E,89.5,89,90.2,,,,,,,,89.6
20H,90.2,91.2,89,,,,,,,,90.1
20E,90.3,91.3,90,,,,,,,,90.5
21H,89,91.3,91.4,,,,,,,,90.6
21E,90.2,91,91.2,,,,,,,,90.8
22H,89.3,90,92,,,,,,,,90.4
22E,89,90.2,92,,,,,,,,90.4
23H,89,90.2,91,,,,,,,,90.1
23E,89.5,90.7,92.2,,,,,,,,90.8
24H,91.1,90,89.7,,,,,,,,90.3
24E,90,90.7,90.2,,,,,,,,90.3
25H,89,90.8,91.2,,,,,,,,90.3
25E,91.8,89,89.3,,,,,,,,90
26H,89,90.2,92.4,,,,,,,,90.5
26E,90.5,90.6,90.7,,,,,,,,90.6
27H,89.1,92.2,91,,,,,,,,90.8
27E,92,90.1,89.2,,,,,,,,90.4
28H,92.1,89.6,91,,,,,,,,90.9
28E,89.2,89.3,90.7,,,,,,,,89.7
29H,90.4,90.2,90.3,,,,,,,,90.3
29E,89,90,90.2,,,,,,,,89.7
30H,89.6,90.1,90.2,,,,,,,,90
30E,89.2,90.2,90,,,,,,,,89.8
31H,91.4,90.2,89.7,,,,,,,,90.4
31E,89.2,89.7,90.2,,,,,,,,89.7
32H,89.4,90,91.4,,,,,,,,90.3
32E,89.7,89.3,90.1,,,,,,,,89.7
33H,90.4,89,92,,,,,,,,90.5
33E,89.7,90.2,89.6,,,,,,,,89.8
34H,89.2,91.2,90,,,,,,,,90.1
34E,89.7,90.2,91,,,,,,,,90.3
35H,89.8,91.3,90,,,,,,,,90.4
35E,89.7,89.7,90.5,,,,,,,,90
36H,90.4,89.2,89.5,,,,,,,,89.7
36E,90,89.8,90.6,,,,,,,,90.1
37H,92.1,89.8,90.2,,,,,,,,90.7
37E,90,90.2,91,,,,,,,,90.4
38H,90.6,92.4,90,,,,,,,,91
38E,90,89.2,90.3,,,,,,,,89.8
39H,91.6,90,91.1,,,,,,,,90.9
39E,89.6,90.2,90,,,,,,,,89.9
40H,90.7,90.7,89,,,,,,,,90.1
40E,89.4,90,90.2,,,,,,,,89.9
41H,92,92.5,93.8,,,,,,,,92.8
41E,91.4,91,92.5,,,,,,,,91.6
42H,91.3,92.4,89,,,,,,,,90.9
42E,91.3,90.2,90.6,,,,,,,,90.7
