Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,,,,,,,,,,,
1E,,,,,,,,,,,
2H,,,,,,,,,,,
2E,,,,,,,,,,,
3H,,,,,,,,,,,
3E,,,,,,,,,,,
4H,85.2,86.9,84.7,,,,,,,,85.6
4E,81,82.3,87,,,,,,,,83.4
5H,,,,,,,,,,,
5E,,,,,,,,,,,
6H,,,,,,,,,,,
6E,,,,,,,,,,,
7H,,,,,,,,,,,
7E,,,,,,,,,,,
8H,89.7,86.8,86.8,,,,,,,,87.8
8E,83,85.6,85,,,,,,,,84.5
9H,,,,,,,,,,,
9E,,,,,,,,,,,
10H,,,,,,,,,,,
10E,,,,,,,,,,,
11H,,,,,,,,,,,
11E,,,,,,,,,,,
12H,84.1,84.6,86.1,,,,,,,,84.9
12E,84.1,87.5,85.5,,,,,,,,85.7
13H,,,,,,,,,,,
13E,,,,,,,,,,,
14H,,,,,,,,,,,
14E,,,,,,,,,,,
15H,,,,,,,,,,,
15E,,,,,,,,,,,
16H,82,87.3,86.9,,,,,,,,85.4
16E,82,86.4,87,,,,,,,,85.1
17H,,,,,,,,,,,
17E,,,,,,,,,,,
18H,,,,,,,,,,,
18E,,,,,,,,,,,
19H,,,,,,,,,,,
19E,,,,,,,,,,,
20H,84.5,84,84.5,,,,,,,,84.3
20E,81.7,87.6,86.9,,,,,,,,85.4
21H,,,,,,,,,,,
21E,,,,,,,,,,,
22H,,,,,,,,,,,
22E,,,,,,,,,,,
23H,,,,,,,,,,,
23E,,,,,,,,,,,
24H,85.8,83.1,86.8,,,,,,,,85.2
24E,85.7,82,85.3,,,,,,,,84.3
25H,,,,,,,,,,,
25E,,,,,,,,,,,
