Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,82,81.8,83,,,,,,,,82.3
1E,80.7,82,83.5,,,,,,,,82.1
2H,79.6,78,79.2,,,,,,,,78.9
2E,79,80.2,80.7,,,,,,,,80
4E1,82,81.9,83,,,,,,,,82.3
4E2,81.5,82.6,80,,,,,,,,81.4
4E3,84.9,82,83.4,,,,,,,,83.4
4E4,83.6,82.7,81,,,,,,,,82.4
4E5,80,81.7,81.2,,,,,,,,81
4E6,80,82.5,84.8,,,,,,,,82.4
4E7,84,83.8,81,,,,,,,,82.9
4E,82,81.8,84,,,,,,,,82.6
4H,81.7,80.2,83,,,,,,,,81.6
3H,80.2,83,82.7,,,,,,,,82
3E,80.7,81,83.5,,,,,,,,81.7
3E1,81.3,82,81.7,,,,,,,,81.7
3E2,81.8,80,82.7,,,,,,,,81.5
3E3,82,82.8,84,,,,,,,,82.9
3E4,83.9,82,84.8,,,,,,,,83.6
3E5,81.2,80.7,83,,,,,,,,81.6
3E6,82,81.8,84,,,,,,,,82.6
3E7,83.8,82,83.2,,,,,,,,83
2E1,80.1,80.8,83,,,,,,,,81.3
2E2,82,83.7,81,,,,,,,,82.2
2E3,79,79.5,80.4,,,,,,,,79.6
2E4,81.3,80.7,82,,,,,,,,81.3
2E5,78.9,79.2,80.1,,,,,,,,79.4
2E6,80,81.2,84,,,,,,,,81.7
2E7,82.3,81,80.7,,,,,,,,81.3
1E1,80,82,83.6,,,,,,,,81.9
1E2,81.7,80,83,,,,,,,,81.6
1E3,80.2,80.8,81,,,,,,,,80.7
1E4,82.6,81,84.8,,,,,,,,82.8
1E5,80,85,83.5,,,,,,,,82.8
1E6,84.9,83,82.7,,,,,,,,83.5
1E7,82,80,81.2,,,,,,,,81.1
