Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,82,81.8,83.2,,,,,,,,82.3
1E,85.7,84.7,82,,,,,,,,84.1
2H,82,83.7,81,,,,,,,,82.2
2E,84.8,82,81.7,,,,,,,,82.8
1E5,78.4,80.2,84.2,,,,,,,,80.9
1E4,84.2,84.8,82,,,,,,,,83.7
1E3,82.1,83,78,,,,,,,,81
1E2,82,84,83.7,,,,,,,,83.2
1E1,80.5,82,82.6,,,,,,,,81.7
1E,82,81.7,82.8,,,,,,,,82.2
2E5,82,83.7,81,,,,,,,,82.2
2E4,83,82,82.8,,,,,,,,82.6
2E3,82.8,82,81.7,,,,,,,,82.2
2E2,83,83.8,85,,,,,,,,83.9
2E1,82,83.7,81,,,,,,,,82.2
3E5,82.3,84.9,87,,,,,,,,84.7
3E4,83,85.2,82,,,,,,,,83.4
3E3,82.6,85.5,82,,,,,,,,83.4
3E2,82.4,85,87,,,,,,,,84.8
3E1,84.2,81,82.8,,,,,,,,82.7
4E5,79.2,83.8,82,,,,,,,,81.7
4E4,83.9,84.8,82,,,,,,,,83.6
4E3,80,85.1,83,,,,,,,,82.7
4E2,81.4,81.2,83,,,,,,,,81.9
4E1,83.4,82.7,84,,,,,,,,83.4
4H,81.8,81.6,83,,,,,,,,82.1
4E,78,83,83.7,,,,,,,,81.6
3H,81.5,80.8,79.2,,,,,,,,80.5
3E,81.6,82,83.7,,,,,,,,82.4
