Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,64.1,65.5,66,,,,,,,,65.2
1A,77.5,75.3,80.1,,,,,,,,77.6
1B,79.9,78.8,79.9,,,,,,,,79.5
1E,79.5,79.7,80.1,,,,,,,,79.8
2H,78.1,77.5,77.4,,,,,,,,77.7
2A,75.7,78,78.1,,,,,,,,77.3
2B,77.8,78.9,76.4,,,,,,,,77.7
2E,79.3,80.4,79.8,,,,,,,,79.8
1M,75.7,75.6,77.4,,,,,,,,76.2
