Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,87.3,86,87.8,,,,,,,,87
1E,82,85.8,84.8,,,,,,,,84.2
2H,87,86,86.6,,,,,,,,86.5
2E,87.4,87.3,86,,,,,,,,86.9
3H,85.2,85.7,84,,,,,,,,85
3E,86.3,86.4,87,,,,,,,,86.6
4H,87,86.3,86.7,,,,,,,,86.7
4E,87,88.2,89,,,,,,,,88.1
5H,86.4,86.8,87.7,,,,,,,,87
5E,82,84.9,85,,,,,,,,84
6H,86.7,87.2,87.3,,,,,,,,87.1
6E,85.1,85,84.8,,,,,,,,85
1E1,86.3,86.7,87,,,,,,,,86.7
1E2,83,85.4,84.8,,,,,,,,84.4
1E3,,,,,,,,,,,
1E4,85,85,84.8,,,,,,,,84.9
1E5,86.6,86.2,87.4,,,,,,,,86.7
1E6,86.4,87,86.9,,,,,,,,86.8
2E1,86,87,86.8,,,,,,,,86.6
2E2,86.4,86,87.2,,,,,,,,86.5
2E3,85,85.6,84,,,,,,,,84.9
2E4,84,84.7,85,,,,,,,,84.6
2E5,87,88.5,87.8,,,,,,,,87.8
2E6,86,87.1,86,,,,,,,,86.4
3E1,86.4,86.7,87,,,,,,,,86.7
3E2,87,86.5,87,,,,,,,,86.8
3E3,85,82.7,84,,,,,,,,83.9
3E4,86.8,87.2,86.2,,,,,,,,86.7
3E5,86.5,85,85.7,,,,,,,,85.7
3E6,86.4,86,88,,,,,,,,86.8
4E1,86,87.6,87.5,,,,,,,,87
4E2,86,86.9,87.2,,,,,,,,86.7
4E3,86.9,86.2,87,,,,,,,,86.7
4E4,87.9,87,88.2,,,,,,,,87.7
4E5,88.2,87,86.5,,,,,,,,87.2
4E6,85.3,84,85.7,,,,,,,,85
5E1,84,86.8,84.7,,,,,,,,85.2
5E2,80.5,84.7,85,,,,,,,,83.4
5E3,88.7,86,86.2,,,,,,,,87
5E4,87.1,87.3,86,,,,,,,,86.8
5E5,87,86,88.2,,,,,,,,87.1
5E6,86.6,87.1,86,,,,,,,,86.6
6E1,86,88.7,87,,,,,,,,87.2
6E2,87,86.8,87,,,,,,,,86.9
6E3,86.8,87.7,86.5,,,,,,,,87
6E4,83,82.8,84,,,,,,,,83.3
6E5,86.2,88.8,87,,,,,,,,87.3
6E6,87,86.2,86.6,,,,,,,,86.6
