Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,86.2,85.4,85.8,,,,,,,,85.8
1E,82.8,84,85.7,,,,,,,,84.2
2H,82,84,81.2,,,,,,,,82.4
2E,86.1,86.5,85,,,,,,,,85.9
3H,86,84.6,84.3,,,,,,,,85
3E,87,86.2,86,,,,,,,,86.4
1E1,85.2,85,84.8,,,,,,,,85
1E2,84,85.3,85,,,,,,,,84.8
1E3,83,84.8,85.7,,,,,,,,84.5
1E4,83.4,84.8,85,,,,,,,,84.4
1E5,82,80.9,81,,,,,,,,81.3
2E1,82.4,83.8,85,,,,,,,,83.7
2E2,84.7,85,84,,,,,,,,84.6
2E3,81.3,82,84.8,,,,,,,,82.7
2E4,82,81,83.7,,,,,,,,82.2
2E5,84.9,85,85.7,,,,,,,,85.2
3E1,86.6,83.5,84,,,,,,,,84.7
3E2,84.9,81.8,83,,,,,,,,83.2
3E3,85.2,85.8,84,,,,,,,,85
3E4,86,86.5,85,,,,,,,,85.8
3E5,85.5,84,85.7,,,,,,,,85.1
3E6,86.9,85,84.8,,,,,,,,85.6
3E7,82.4,83,84.8,,,,,,,,83.4
2E6,83,82.8,82,,,,,,,,82.6
2E7,82.7,82,84.8,,,,,,,,83.2
2E8,85,84.8,86,,,,,,,,85.3
1E6,84,85.7,82,,,,,,,,83.9
1E7,82.6,82,84.6,,,,,,,,83.1
1E8,80.3,82,84.8,,,,,,,,82.4
3E8,84,84.8,85,,,,,,,,84.6
