Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,87,87.2,87.5,,,,,,,,87.2
1E,87.3,87.6,87.2,,,,,,,,87.4
2H,83.2,84.3,85.4,,,,,,,,84.3
2E,86.5,86.2,85.3,,,,,,,,86
3H,,,,,,,,,,,
3E,,,,,,,,,,,
4H,,,,,,,,,,,
4E,,,,,,,,,,,
2B,87.3,87.2,87.1,,,,,,,,87.2
2E,,,,,,,,,,,
1A,84.5,85.9,86.2,,,,,,,,85.5
1B,87.1,87,87.3,,,,,,,,87.1
2A,87,87.1,87.4,,,,,,,,87.2
