Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,82.6,81.4,83.7,,,,,,,,82.6
1E,82,86,85,,,,,,,,84.3
2H,84,83.8,84.8,,,,,,,,84.2
2E,85,85.7,85.9,,,,,,,,85.5
1E1,80,82,84,,,,,,,,82
1E2,80,86,85,,,,,,,,83.7
1E3,85.3,84.7,81.4,,,,,,,,83.8
1E4,84.7,83.4,86,,,,,,,,84.7
1E5,84.9,85.2,85.9,,,,,,,,85.3
1E6,85,84,86,,,,,,,,85
1E7,84,86,83,,,,,,,,84.3
2E1,84,85.3,84.5,,,,,,,,84.6
2E2,82.5,82.6,82.7,,,,,,,,82.6
2E3,86,85,82.7,,,,,,,,84.6
2E5,85.3,86,86.2,,,,,,,,85.8
2E6,86,85,86.2,,,,,,,,85.7
2E7,85.7,85,84.6,,,,,,,,85.1
2E8,84.5,83.8,84,,,,,,,,84.1
1E8,82.7,82,84,,,,,,,,82.9
2E8,83.9,83.7,83,,,,,,,,83.5
2E9,86,86.2,87,,,,,,,,86.4
2E10,86,85,86,,,,,,,,85.7
2E11,83,84,86,,,,,,,,84.3
2E12,80,84,85,,,,,,,,83
1E11,82,82.3,83.4,,,,,,,,82.6
1E12,84,84.6,86.2,,,,,,,,84.9
2E4,84,85,84,,,,,,,,84.3
1E9,80,81.8,82.6,,,,,,,,81.5
1E10,83,82.7,84,,,,,,,,83.2
