Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,66.6,71.3,71,,,,,,,,69.6
1E,71,72.8,74.7,,,,,,,,72.8
2H,73.8,73.8,71,,,,,,,,72.9
2E,62.7,65,78,,,,,,,,68.6
3H,69.8,71.5,66.6,,,,,,,,69.3
3E,62,63,72.5,,,,,,,,65.8
4H,72.4,71,69.7,,,,,,,,71
4E,72,73.8,75,,,,,,,,73.6
5H,71,72.9,69.9,,,,,,,,71.3
5E,73,72.8,71,,,,,,,,72.3
6H,71.3,73.6,72.3,,,,,,,,72.4
6E,69.2,71,69.1,,,,,,,,69.8
