Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,48.7,51.2,46.9,,,,,,,,48.9
1E,70,68.4,69.5,,,,,,,,69.3
2H,72.6,74.9,75.9,,,,,,,,74.5
2E,70.3,73.2,73.3,,,,,,,,72.3
