Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,85,84.2,86,,,,,,,,85.1
1E,86.1,85.4,85.1,,,,,,,,85.5
2H,87,86,86.9,,,,,,,,86.6
2E,86.5,84.6,82,,,,,,,,84.4
1E1,86.6,86,87.3,,,,,,,,86.6
1E2,86.8,85,84.8,,,,,,,,85.5
1E3,78,82.4,83.5,,,,,,,,81.3
1E4,84.3,86.2,84.1,,,,,,,,84.9
1E5,83.2,85.6,85.3,,,,,,,,84.7
1E6,82.9,85,83.8,,,,,,,,83.9
1E7,83,85.7,86,,,,,,,,84.9
2E1,84.7,86.7,84,,,,,,,,85.1
2E2,80.2,85.4,85,,,,,,,,83.5
2E3,84.9,86,84.4,,,,,,,,85.1
2E4,82,84,85.7,,,,,,,,83.9
2E5,82,81,83.8,,,,,,,,82.3
2E6,84.3,82,84.8,,,,,,,,83.7
2E7,82.7,86.1,84,,,,,,,,84.3
1E7,83.7,85,82.7,,,,,,,,83.8
