Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,90.3,92.1,91.3,,,,,,,,91.2
1E,89.4,89,90.1,,,,,,,,89.5
2H,,,,,,,,,,,
2E,,,,,,,,,,,
3H,90.2,91,90.7,,,,,,,,90.6
3E,92.5,91,91.8,,,,,,,,91.8
4H,,,,,,,,,,,
4E,,,,,,,,,,,
5H,,,,,,,,,,,
5E,,,,,,,,,,,
6H,,,,,,,,,,,
6E,,,,,,,,,,,
7H,89.2,88.9,93,,,,,,,,90.4
7E,89.8,92.1,91.1,,,,,,,,91
8H,,,,,,,,,,,
8E,,,,,,,,,,,
9H,89,90.7,90,,,,,,,,89.9
9E,91.6,90,91.3,,,,,,,,91
10H,,,,,,,,,,,
10E,,,,,,,,,,,
11H,90,90.4,91.8,,,,,,,,90.7
11E,92.5,91.8,91.7,,,,,,,,92
12H,,,,,,,,,,,
12E,,,,,,,,,,,
13H,91.2,89,92,,,,,,,,90.7
13E,92,90.7,91,,,,,,,,91.2
14H,,,,,,,,,,,
14E,,,,,,,,,,,
15H,89.1,89.4,90.2,,,,,,,,89.6
15E,91,90.3,92.7,,,,,,,,91.3
16H,,,,,,,,,,,
16E,,,,,,,,,,,
17H,90.6,90.3,89,,,,,,,,90
17E,91.4,90.7,91.3,,,,,,,,91.1
18H,,,,,,,,,,,
18E,,,,,,,,,,,
19H,89,91.3,91.2,,,,,,,,90.5
19E,89,92,91.8,,,,,,,,90.9
20H,,,,,,,,,,,
20E,,,,,,,,,,,
21H,88.9,89.7,90.5,,,,,,,,89.7
21E,92.8,93.7,92.6,,,,,,,,93
22H,,,,,,,,,,,
22E,,,,,,,,,,,
23H,90.9,91,92,,,,,,,,91.3
23E,90.2,91,89.7,,,,,,,,90.3
24H,,,,,,,,,,,
24E,,,,,,,,,,,
25H,89,92,91.7,,,,,,,,90.9
25E,90.4,91.2,92,,,,,,,,91.2
26H,,,,,,,,,,,
26E,,,,,,,,,,,
27H,89,92.2,91,,,,,,,,90.7
27E,89,88.9,91.1,,,,,,,,89.7
28H,,,,,,,,,,,
28E,,,,,,,,,,,
29H,90.5,90.2,89.7,,,,,,,,90.1
29E,89.3,94,90.7,,,,,,,,91.3
30H,,,,,,,,,,,
30E,,,,,,,,,,,
31H,91.4,90,92.5,,,,,,,,91.3
31E,89,92,91.7,,,,,,,,90.9
32H,,,,,,,,,,,
32E,,,,,,,,,,,
33H,89,89.5,92,,,,,,,,90.2
33E,93.4,94,91,,,,,,,,92.8
34H,,,,,,,,,,,
34E,,,,,,,,,,,
35H,88,91.2,90,,,,,,,,89.7
35E,90,91.3,89.7,,,,,,,,90.3
36H,,,,,,,,,,,
36E,,,,,,,,,,,
37H,91.1,90.6,91.4,,,,,,,,91
37E,91.7,91,91.4,,,,,,,,91.4
38H,,,,,,,,,,,
38E,,,,,,,,,,,
39H,90.7,91.2,90,,,,,,,,90.6
39E,91,89.7,90.8,,,,,,,,90.5
40H,90.9,91,92,,,,,,,,91.3
40E,,,,,,,,,,,
41H,89.9,89.4,89.9,,,,,,,,89.7
41E,91,91.7,91.3,,,,,,,,91.3
42H,,,,,,,,,,,
42E,,,,,,,,,,,
43H,91.4,90,92.1,,,,,,,,91.2
43E,89.6,92,91,,,,,,,,90.9
44H,,,,,,,,,,,
44E,,,,,,,,,,,
45H,91,92.7,90,,,,,,,,91.2
45E,89.9,89.5,89.6,,,,,,,,89.7
46H,,,,,,,,,,,
46E,,,,,,,,,,,
47H,91.2,89,89.1,,,,,,,,89.8
47E,90.6,89.3,91,,,,,,,,90.3
48H,,,,,,,,,,,
48E,,,,,,,,,,,
49H,91.7,90.8,90.2,,,,,,,,90.9
49E,89.1,92.3,91,,,,,,,,90.8
50H,,,,,,,,,,,
50E,,,,,,,,,,,
51H,91,89,88.9,,,,,,,,89.6
51E,91,91.6,89.4,,,,,,,,90.7
52H,,,,,,,,,,,
52E,,,,,,,,,,,
53H,90.2,88.9,90.8,,,,,,,,90
53E,90.3,89.7,90.7,,,,,,,,90.2
54H,,,,,,,,,,,
54E,,,,,,,,,,,
55H,89.1,89,92,,,,,,,,90
55E,89,91.2,90.7,,,,,,,,90.3
56H,,,,,,,,,,,
56E,,,,,,,,,,,
57H,90.1,88.8,90.4,,,,,,,,89.8
57E,90.4,89,90.2,,,,,,,,89.9
58H,,,,,,,,,,,
58E,,,,,,,,,,,
59H,89,89.6,90.1,,,,,,,,89.6
59E,91.6,90.5,90.8,,,,,,,,91
60H,,,,,,,,,,,
60E,,,,,,,,,,,
61H,89,89.2,90.4,,,,,,,,89.5
61E,91.2,90.8,93,,,,,,,,91.7
62H,,,,,,,,,,,
62E,,,,,,,,,,,
63H,89.4,89.3,90.1,,,,,,,,89.6
63E,90,90.6,89.6,,,,,,,,90.1
64H,,,,,,,,,,,
64E,,,,,,,,,,,
65H,92.2,91.8,90,,,,,,,,91.3
65E,89,91.5,90,,,,,,,,90.2
66H,,,,,,,,,,,
66E,,,,,,,,,,,
67H,88.9,89.2,90.8,,,,,,,,89.6
67E,92.1,89.8,92,,,,,,,,91.3
68H,,,,,,,,,,,
68E,,,,,,,,,,,
69H,88.7,93,90,,,,,,,,90.6
69E,88.9,90.5,90.3,,,,,,,,89.9
70H,,,,,,,,,,,
70E,,,,,,,,,,,
