Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,86,84.9,85,,,,,,,,85.3
1E,84.4,83.7,84,,,,,,,,84
2H,84.8,85.2,84.7,,,,,,,,84.9
2E,83.8,84,85.7,,,,,,,,84.5
3H,86,87.2,84.8,,,,,,,,86
3E,84.6,85.7,85.7,,,,,,,,85.3
4H,85.4,84.9,83.4,,,,,,,,84.6
4E,85.1,82.7,84,,,,,,,,83.9
5H,86.5,85,84.8,,,,,,,,85.4
5E,84,86.6,86.8,,,,,,,,85.8
1E1,85,84,85.7,,,,,,,,84.9
1E2,86,86.8,85.8,,,,,,,,86.2
1E3,87,86.5,87.2,,,,,,,,86.9
1E4,84.2,84,82.8,,,,,,,,83.7
1E5,83.6,86.3,85.7,,,,,,,,85.2
2E5,84,86.1,86.7,,,,,,,,85.6
2E4,83.4,85.9,84,,,,,,,,84.4
2E3,83,84.9,85,,,,,,,,84.3
2E2,83.3,82.3,80.7,,,,,,,,82.1
2E1,84.4,85,85.6,,,,,,,,85
3E5,85.3,84.5,85.7,,,,,,,,85.2
3E4,82.3,83.9,84,,,,,,,,83.4
3E3,83.7,83,85.7,,,,,,,,84.1
3E2,82.8,84.8,85.3,,,,,,,,84.3
3E1,86,85.7,84,,,,,,,,85.2
4E5,86,86.2,86.6,,,,,,,,86.3
4E4,84.8,85,85.7,,,,,,,,85.2
4E3,86.7,86.2,86,,,,,,,,86.3
4E2,87.1,88,87.6,,,,,,,,87.6
4E1,83,84,85.7,,,,,,,,84.2
5E5,85.4,84.8,85,,,,,,,,85.1
5E4,85,86.3,86,,,,,,,,85.8
5E3,85.3,84.8,85,,,,,,,,85
5E2,84,85.5,84,,,,,,,,84.5
5E1,84,85.6,84,,,,,,,,84.5
6H,82.2,84.1,85,,,,,,,,83.8
6E5,83,85.9,86.1,,,,,,,,85
6E4,84.8,85,84.8,,,,,,,,84.9
6E3,83,81.7,84,,,,,,,,82.9
6E2,84,86.5,86.1,,,,,,,,85.5
6E1,82.8,85,84.8,,,,,,,,84.2
6E,84.7,83.8,85.4,,,,,,,,84.6
7H,84.6,86.8,85.2,,,,,,,,85.5
7E5,85.5,86.8,86.3,,,,,,,,86.2
7E4,83.9,86.2,87.2,,,,,,,,85.8
7E3,84.5,87.4,86.9,,,,,,,,86.3
7E2,86.3,86.8,86.9,,,,,,,,86.7
7E1,85.1,87,86.7,,,,,,,,86.3
7E,85.1,86.7,86.3,,,,,,,,86
8H,82.2,83.1,83.5,,,,,,,,82.9
8E5,83.4,85.8,85.5,,,,,,,,84.9
8E4,85.4,86,86.4,,,,,,,,85.9
8E3,81.5,87.1,86.7,,,,,,,,85.1
8E2,85.2,86.6,86.5,,,,,,,,86.1
8E1,81.6,86.1,86,,,,,,,,84.6
8E,84.6,84.9,86.9,,,,,,,,85.5
9H,84.4,85.5,85.8,,,,,,,,85.2
9E5,83.1,85.3,86.3,,,,,,,,84.9
9E4,85.8,86.7,86,,,,,,,,86.2
9E3,85.8,86.1,85.9,,,,,,,,85.9
9E2,82.5,84.5,85.7,,,,,,,,84.2
9E1,84.1,86,84.8,,,,,,,,85
9E,83.3,85.3,85.8,,,,,,,,84.8
10H,84.7,83.8,85,,,,,,,,84.5
10E5,84.6,85.8,85.5,,,,,,,,85.3
10E4,83.9,86.3,86.3,,,,,,,,85.5
10E3,86,86.2,86.7,,,,,,,,86.3
10E3,,,,,,,,,,,
10E2,85,86.6,86.2,,,,,,,,85.9
10E1,82.2,86.7,84.6,,,,,,,,84.5
10E,83.8,85.4,85.8,,,,,,,,85
