press_date_at,pressing_time,die_number,production_number,specific_weight,production_length,production_weight,discard_thickness,discard_weight,pressing_type,plan_billet_quantities,actual_billet_quantities,billet_length,billet_size,work_quantity,total_ng,total_ok,dimension_check_date,etching_check_date,aging_check_date,packing_check_date,code_301,code_302,code_303,code_304,code_305,code_306,code_307,code_308,code_309,code_310,code_311,code_312,code_313,code_314,code_315,code_316,code_317,code_318,code_319,code_320,code_321,code_322,code_323,code_324,code_351,code_401,machine,mfg,productivity,total_time,"time code 300","time code 200"
2024-12-24,0.62,PS63-V02D,S500A61T63X14X20,8.046,2.000,16.092,25,2.98,◎,11,6,1200,9,35,18,17,2024-12-30,2024-12-25,2024-12-25,2025-01-07,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN,0.91332,0.62,0.0000,0.0000
2024-12-24,0.92,CQ20T2-V02D,C2Q020K04-51396,2.13435,2.000,4.269,25,2.98,●,11,14,600,9,167,11,156,2024-12-25,2024-12-24,2024-12-26,2024-12-27,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,Dubai,0.77772,0.92,0.0000,0.0000
2024-12-24,0.68,CQ63T3-V01C,C2Q63A-AD141A20K,4.98231,2.000,9.965,25,2.98,●,6,7,1200,9,69,5,64,2024-12-27,2024-12-24,2024-12-25,0000-00-00,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai,1.00622,0.68,0.0000,0.0000
2024-12-24,0.47,CQ63T3-V01C-ZZZ,C2Q63A-AD141A30K,4.98231,3.000,14.947,35,4.17,●,21,7,1200,9,49,0,49,2024-12-27,2024-12-24,2024-12-25,2025-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN,1.56942,0.47,0.0000,0.0000
2024-12-24,1.00,MGPM40B2-V01D,MGP40A-AC896-30K,9.68,3.000,29.04,35,4.17,●,6,6,1200,12,36,3,33,2024-12-25,2024-12-24,2024-12-25,2024-12-26,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai,1.04542,1.00,0.0000,0.0000
2024-12-24,2.32,CJ16P-V02D,C2J16M-AF113-25K,0.554,2.500,1.385,25,2.98,●,19,21,600,9,742,11,731,2024-12-25,2024-12-25,2024-12-26,2024-12-26,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,,0.44362,2.32,0.0000,0.0000
2024-12-24,0.33,M1B80T-V01D,MB-80ABL8513-30K,5.24,3.000,15.72,35,4.17,〇,15,1,1200,12,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai,0.04722,0.33,0.0000,0.0000
2024-12-24,0.33,CP96A0T-V01B,C96A0ABAC963A30K,5.041,3.000,15.123,35,4.17,〇,16,1,1200,12,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai,0.04542,0.33,0.0000,0.0000
2024-12-24,0.93,SY50M-V01B,SY5000-20-1,4.44,2.000,8.88,35,4.17,●,12,12,1200,9,143,8,135,2024-12-25,2024-12-25,2024-12-26,2024-12-26,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Dubai,1.36052,0.93,0.0000,0.0000
2024-12-24,3.42,XLA25B2-V01B,XLA25-1B-S,7.28,2.000,14.56,35,4.17,●,24,24,1200,9,167,4,163,2024-12-25,2024-12-25,2024-12-26,2024-12-27,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai,0.71172,3.42,0.0000,0.0000
