Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,77,76.7,77.5,,,,,,,,77.1
1E,61.5,67.4,62.6,,,,,,,,63.8
2H,,,,,,,,,,,
2E,68.1,65.2,71.7,,,,,,,,68.3
2M,69.6,70.5,70,,,,,,,,70
1M,52,52.2,54.3,,,,,,,,52.8
1M1,50.3,53.1,49,,,,,,,,50.8
1M2,68.7,68.2,68.9,,,,,,,,68.6
1M3,52.1,53.2,54.8,,,,,,,,53.4
