Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,71.8,71,71.5,,,,,,,,71.4
1E,62.9,63,62.7,,,,,,,,62.9
2H,73.3,73,74,,,,,,,,73.4
2E,68.8,68.4,68.9,,,,,,,,68.7
3H,65.1,65.3,65.9,,,,,,,,65.4
3E,72.4,72.9,73,,,,,,,,72.8
4H,68.4,68,69,,,,,,,,68.5
4E,62.7,62.6,62.5,,,,,,,,62.6
5H,65.8,65.9,66,,,,,,,,65.9
5E,,,,,,,,,,,
