date,die_number,production_number,specific_weight,discard_thickness,stretch_reatio,press_start,press_finish,press_type,billet_size,billet_length,billet_lot_no,plan_billet_input,actual_billet_input,actual_ram_speed,actual_die_temp,ok_works,1st_billet_work_length,2nd_billet_work_length,work_qty_from_1st_billet,work_qty_from_2nd_billet,total_ng_works,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,351,billet_No01_work_length,billet_No02_work_length,billet_No03_work_length,billet_No04_work_length,billet_No05_work_length,billet_No06_work_length,billet_No07_work_length,billet_No08_work_length,billet_No09_work_length,billet_No10_work_length,billet_No11_work_length,billet_No12_work_length,billet_No13_work_length,billet_No14_work_length,billet_No15_work_length,billet_No16_work_length,billet_No17_work_length,billet_No18_work_length,billet_No19_work_length,billet_No20_work_length
âüèoì˙,å^î‘,ïiî‘,íPèd,ÉfÉBÉXÉJÅ[Éhå˙,ÉXÉgÉåÉbÉ`,äJén,èIóπ,âüèoéÌï ,ÉrÉåÉbÉgÉTÉCÉY,ÉrÉåÉbÉgí∑Ç≥,ÉrÉåÉbÉgêªë¢î‘çÜ,åvâÊÉrÉåÉbÉgêî,é¿ê—ÉrÉåÉbÉgêî,ÉâÉÄë¨Åié¿ë™Åj,ã‡å^â∑ìxÅié¿ë™Åj,ó«ïiêî,1stÉrÉåÉbÉgâüèoí∑Ç≥,2ndÉrÉåÉbÉgâüèoí∑Ç≥,1stÉrÉåÉbÉgêªïiêî,2ndÉrÉåÉbÉgêªïiêî,ëçïsó«êî,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,351,ÉrÉåÉbÉg01ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg02ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg03ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg04ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg05ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg06ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg07ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg08ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg09ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg10ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg11ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg12ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg13ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg14ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg15ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg16ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg17ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg18ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg19ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg20ñ{ñ⁄êªïií∑
2021-08-31,CUJ12A-V01D,CUJ12A-AD252-20K,1.07,35,0.6,08:20:00,08:40:00,ÅZ,9,600,138X1-E9J6075A,1,1,1.5,441,,29.10000038147,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.10000038147,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-31,SY70M-V01B,SY7000-20-1,6.22,35,0.6,09:10:00,09:20:00,ÅZ,9,1200,94X1-E9H5717A,1,1,9,427,,19.10000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.10000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-31,SY30MP-V01D,SY30M-20-E-1,4.22,25,0.6,13:30:00,13:55:00,ÅZ,9,1200,94X1-E9H5171A,1,1,2,488,,29.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-31,MXS25TB-V01D,P3800602-M-2,4.22,35,0.6,10:50:00,11:45:00,Åú,9,1200,"12X7-E1A5700A, 07X2-E1A5700A",9,9,4.7,447,,30.89999961853,29.60000038147,13,13,5,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.89999961853,29.60000038147,30.39999961853,30.5,30.60000038147,30.5,30.60000038147,30.5,30.60000038147,0,0,0,0,0,0,0,0,0,0,0
2021-08-31,MXS12TB-V01D,P3800302-M-1,1,25,0.6,09:30:00,10:45:00,Åú,9,600,"54X7-E1B5198A, 46X3 E1B5198A",10,10,2,443,,32.099998474121,29.89999961853,13,13,15,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.099998474121,29.89999961853,32.099998474121,30.799999237061,32.099998474121,30.89999961853,32.099998474121,30.700000762939,32.099998474121,30.89999961853,32.099998474121,31,32.099998474121,30.799999237061,32.099998474121,31,32.099998474121,31.700000762939,32.099998474121,31
2021-08-31,SY50M-V01B,SY5000-20-1,4.44,50,0.6,09:15:00,09:25:00,ÅZ,9,1200,94X1-E9H5717A,1,1,9.3,435,,26.89999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.89999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-01,CQ50T-V01B,C2Q50-04-J0781-K,4.8,35,0.6,09:40:00,10:05:00,ÅZ,9,1200,"94X1-E9H5717A, 85X1-E9H5717A",1,2,4.3,429,,25.700000762939,27.10000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.700000762939,27.10000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-01,MSQ30B2-V01D,P6260301-D,5.19,35,0.6,08:45:00,09:00:00,ÅZ,9,1200,94X1-E9H5717A,1,1,5.1,432,,23.39999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.39999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-01,MSQ10B2-V01D,P6260101-D,3.26,35,0.6,08:20:00,08:40:00,ÅZ,9,1200,78X1-E9H5717A,1,1,5.5,431,,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-01,XLA25B2-V01B,XLA25-1B-S,7.28,35,0.6,13:00:00,15:10:00,Åú,9,1200,"78X3-E9H5717A, 95X7-E9H5717A, 93X7-E9H5717A, 96X3-E9H5717A",14,20,5,440,,35,35,13,14,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,34.900001525879,34.799999237061,35,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0
2021-09-03,CUJ20A-V01D,CUJ20A-AD254-20K,2.22,25,0.6,08:35:00,08:50:00,ÅZ,9,600,138X1-E9J6075A,1,1,3.1,455,,26.89999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.89999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-03,SY50MP-V01D,SY50M-20-E-1,6.73,35,0.6,09:00:00,09:45:00,Åú,9,1200,"96X3-E9H5717, 79X3-E9H5717A",6,6,7.1,448,,37.900001525879,38.099998474121,17,18,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.900001525879,38.099998474121,38.099998474121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-03,MXS16TB-V01D,P3800402-M-2,1.46,50,0.6,09:55:00,11:30:00,Åú,9,600,"46X4-E9B5798A, 47X2-E1B5198A, 69X7-E1B5198A, 75X7-E1B5198A",20,20,2.5,443,,41,41,17,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,41,41,41,41,41,41,41,41,41,41,41,45,41,41,41,41,41,0
2021-09-04,CQ63T-V02C,C2Q63-04-J0782AK,5.53,50,0.6,08:45:00,09:00:00,ÅZ,9,1200,79X1-E9H5717A,1,1,6.6,445,,21.89999961853,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.89999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-04,SY50M-V01B,SY5000-20-1,4.44,50,0.6,08:15:00,08:35:00,ÅZ,9,1200,79X1-E9H5717A,1,1,9.3,450,,26.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-06,MSQ50B2-V01D,P6260401-D,6.76,35,0.6,08:25:00,08:40:00,ÅZ,9,1200,79X1-E9H5717A,1,1,5.7,437,,17.60000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.60000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-06,MXS12TB-V01D,P3800302-M-1,1,40,0.6,13:35:00,15:50:00,Åú,9,600,"57X5-E1B5198A, 79X7-E1B5198A,50X7-E1B5198A, 75X1-E1B5198A",20,20,2,450,,32,10.699999809265,12,12,29,0,0,0,12,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,10.699999809265,32,29.700000762939,32,29.60000038147,32,29.799999237061,29.799999237061,32,29.799999237061,32,32,29.799999237061,32,29.799999237061,32,29.89999961853,32,31.299999237061
2021-09-06,MXS08TB-V01D,P3800202-M-1,0.7,25,0.6,08:55:00,11:30:00,Åú,9,600,"76X7-E1B5198A, 73X7-E1B5198A, 68X7-E1B5198A, 57X1-E1B5198A",10,22,2.3,442,,44.700000762939,44.700000762939,19,19,33,0,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.700000762939,44.700000762939,43.700000762939,43.700000762939,43.700000762939,43.700000762939,43.599998474121,43.599998474121,43.700000762939,43.700000762939,43.5,43.5,43.700000762939,43.700000762939,43.400001525879,43.400001525879,43.700000762939,43.700000762939,44,44
2021-09-08,SY30M-V01B,SY3000-20-1,3.22,50,0.6,09:35:00,10:45:00,Åú,9,1200,"97X2-E9H5717A, 69X7-E9H5717A, 67X2-E9H5717A",15,11,8.1,430,,37.599998474121,38.700000762939,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.599998474121,38.700000762939,39,39,39.099998474121,39,38.900001525879,38.900001525879,38.900001525879,38.900001525879,38.900001525879,0,0,0,0,0,0,0,0,0
2021-09-07,SY30MP-V01D,SY30M-20-E-1,4.22,25,0.6,15:50:00,17:00:00,Åù,9,1200,97X5-E9H5717A,5,5,2,485,,30.700000762939,30.60000038147,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.700000762939,30.60000038147,30.700000762939,30.60000038147,30.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-08,CRQ15B-V01C,P4730002-D,1.98,25,0.6,08:25:00,08:40:00,ÅZ,9,600,138X1-E9H5717A,1,1,2.3,446,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-08,CRQ20B-V01D,P4730003-D,3.42,25,0.6,08:45:00,08:55:00,ÅZ,9,1200,97X1-E9H5717A,1,1,4.8,433,,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-08,MXS16TB-V01D,P3800402-M-2,1.46,50,0.6,13:20:00,15:00:00,Åú,9,600,"55X6-E1B5198A, 65X7-E1B5198A, 66X7-E1B5198, 57X1E1B5198A",20,15,2.5,438,,41.799999237061,41.799999237061,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.799999237061,41.799999237061,42,42,42,42.099998474121,42.200000762939,42.200000762939,42.200000762939,42.200000762939,42.200000762939,42.200000762939,42.200000762939,42.200000762939,40.900001525879,0,0,0,0,0
2021-09-09,MSQ50B2-V01D,P6260401-D,6.76,35,0.6,08:30:00,08:55:00,ÅZ,9,1200,67X1-E9H5717A,1,1,3.7,440,,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-09,CQ63T-V02C,C2Q63-04-J0782AK,5.53,50,0.6,09:05:00,09:20:00,ÅZ,9,1200,67X1-E9H5717A,1,1,6.6,439,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-09,SY30M-V01B,SY3000-20-1,3.22,50,0.6,09:40:00,10:30:00,Åú,9,1200,"67X3-E9H5717A, 83X7-E9H5717A",10,6,4,445,,38.5,38.5,16,17,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,38.5,38.799999237061,38.900001525879,38.900001525879,38.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-10,CRQ40B-V01D,P4730005-D,4.95,40,0.6,09:20:00,09:40:00,ÅZ,9,1200,83X1-E9H5717A,1,1,5.7,432,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-10,CRQ30B-V01D,P4730004-D,4.08,40,0.6,08:55:00,09:15:00,ÅZ,9,1200,83X1-E9H5717A,1,1,3.4,432,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-10,CUJ20A-V01D,CUJ20A-AD254-20K,2.22,25,0.6,08:20:00,08:45:00,ÅZ,9,600,183X1-E9J6095A,1,1,3.1,444,,26.89999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.89999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-11,XLA40B2-V01B,XLA40-1B-S,12.34,50,0.6,09:25:00,09:45:00,ÅZ,9,1200,71X2-E9H5717A,2,2,6,434,,18.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-11,MXW20B-V01D,P3801101-M,6.42,25,0.6,08:50:00,09:10:00,ÅZ,9,1200,83X1-E9H5717A,1,1,6,438,,18.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-11,MXW16B-V01D,P3801001-M,3.31,25,0.6,08:10:00,08:25:00,ÅZ,9,1200,83X1-E9H5717A,1,1,5,443,,36.900001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.900001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-11,MXS12TB-V01D,P3800302-M-1,1,40,0.6,13:15:00,15:40:00,Åú,9,600,"66X7-E1B5198A, 51X7-E1B5198A, 59X7-E1B5198A, 64X3-E1B5198A",24,24,2,442,,30.799999237061,30.799999237061,13,13,19,0,0,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.799999237061,30.799999237061,30.799999237061,30.799999237061,30.799999237061,30.799999237061,30.299999237061,30.799999237061,30.5,30.799999237061,0,0,0,0,0,0,0,0,0,0
2021-09-13,CRQ20B-V01D,P4730003-D,3.42,25,0.6,08:25:00,08:45:00,ÅZ,9,1200,71X1-E9H5717A,1,1,4.8,445,,36.599998474121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.599998474121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-13,APT6-V01B,APTE00-96000150-D,4.31,35,0.3,09:13:00,09:30:00,Åú,9,1200,71X1-E9H5717A,1,1,6,436,,29.10000038147,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.10000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-13,MXS16TB-V01D,P3800402-M-2,1.46,50,0.6,10:10:00,10:45:00,Åú,9,600,"64X4-E1B5198A, 77X2-E1B5198A",6,6,2.5,446,,41.200000762939,42.099998474121,18,18,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.200000762939,42.099998474121,41.900001525879,42.099998474121,42.200000762939,41.900001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-14,CUJ20A-V01D,CUJ20A-AD254-20K,2.22,25,1,08:20:00,08:40:00,ÅZ,9,600,138X1-E9J6095,1,1,3.1,435,,26.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-15,CUJ20A-V01D,CUJ20A-AD254-20K,2.22,25,1.2,08:25:00,08:40:00,ÅZ,9,600,183X1-E9J6095A,1,1,3.1,443,,28.10000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.10000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-15,MSQ50B2-V01D,P6260401-D,6.76,35,0.6,15:20:00,15:35:00,ÅZ,9,1200,71X1-E9H5717A,1,1,3.7,480,,17.60000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.60000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-15,CRQ30B-V01D,P4730004-D,4.08,35,0.6,09:23:00,09:40:00,ÅZ,9,1200,71X1-E9H5717A,1,1,3.4,431,,29.89999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.89999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-15,MSQ20B2-V01D,P6260201-D,4.66,50,0.6,08:25:00,09:00:00,ÅZ,9,1200,71X1-E9H5717A,1,1,5.2,428,,25.89999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.89999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16,XLA25B2-V01B,XLA25-1B-S,7.28,35,0.6,08:20:00,11:35:00,Åú,9,1200,"82X7-E9H5717A, 61X7-E9H5717A, 72X7-E9H5717A, 74X7-E9H5717A, 90X7-E9H5717A, 87X5-E9H5717A",30,40,5,442,,34.200000762939,34.900001525879,13,14,8,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.200000762939,34.900001525879,34.900001525879,34.900001525879,35.099998474121,34.900001525879,35.099998474121,34.900001525879,34.900001525879,34.900001525879,35,35,34.900001525879,35,35,35,35,35,35,35
2021-09-17,XLA25B2-V01B,XLA25-1B-S,7.28,35,0.6,09:10:00,12:20:00,Åú,9,1200,"77X7-E945717A, 70X7-E945717A, 62X7-E945717A, 89X7-E945717A, 86X7-E945717A",40,40,5,450,,34.900001525879,35,12,14,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.900001525879,35,35,35,35,35,35,34.900001525879,34.900001525879,34.900001525879,34.900001525879,35.099998474121,35,35.099998474121,35.200000762939,35,35,35,35.099998474121,35.099998474121
2021-09-17,MXW20B-V01D,P3801101-M,6.42,25,0.6,08:20:00,09:05:00,ÅZ,9,1200,87X1-E945717A,2,2,6,429,,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20,XLA25B2-V01B,XLA25-1B-S,7.28,35,0.6,08:30:00,11:30:00,Åú,9,1200,"60X2-E9H5717A, 91X7-E9H5717A, 76X6-E9H5717A, 59X7-E9H5717A, 68X7-E9H5717A, 88X2-E9H5717A",25,31,5,447,,34.099998474121,34.900001525879,7,14,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,34.099998474121,34.900001525879,34.900001525879,34.900001525879,52.5,34.900001525879,35.099998474121,35.5,35.900001525879,35.900001525879,35.900001525879,35.900001525879,35.900001525879,35.900001525879,35.900001525879,0,0,0,0,0
2021-09-21,VJ30M1-V01D,VJ3000-20-1,1.79,25,0.6,08:15:00,08:20:00,Åú,9,600,179X5-E9J6095A,5,5,1,438,,34.799999237061,35.400001525879,14,15,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.799999237061,35.400001525879,35.400001525879,35.5,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-22,CRQ30B-V01D,P4730004-D,4.08,35,0.6,08:20:00,08:35:00,ÅZ,9,1200,88X1-E9H5717A,1,1,3.4,441,,29.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-22,MXW20B-V01D,P3801101-M,6.42,25,0.6,08:40:00,08:57:00,ÅZ,9,1200,88X1-E9H5717A,1,1,6,443,,18.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-22,SY30M-V01B,SY3000-20-1,3.22,50,0.6,09:30:00,11:15:00,Åú,9,1200,"88X3-E9H5717A, 74X1-E9H5717A, 55X7-E9H5717A-E9H5704A, 52X5-E9H5704A",14,16,4,444,,37.299999237061,38.900001525879,17,17,12,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.299999237061,38.900001525879,38.900001525879,38.799999237061,38.799999237061,38.900001525879,38.900001525879,38.900001525879,38.900001525879,38.900001525879,38.799999237061,38.799999237061,38.900001525879,38.799999237061,38.900001525879,38.900001525879,0,0,0,0
2021-09-23,XLA25BN-V01D,XLA25-3-1B,5.87,35,0.6,08:50:00,11:20:00,Åú,9,1200,"52X21-E9H5704A, 51X7-E9H5704A, 33X7-E9H5704A,30-E9H5704A,40-E9H5704A",40,40,8.2,442,,42.5,43.5,17,18,12,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,43.5,43.599998474121,43.5,43.599998474121,43.599998474121,43.700000762939,43.599998474121,43.599998474121,43.700000762939,43.700000762939,43.700000762939,43.700000762939,43.700000762939,43.599998474121,43.599998474121,43.599998474121,43.599998474121,43.700000762939,43.700000762939
2021-09-23,CUJ20A-V01D,CUJ20A-AD254-20K,2.22,25,1.2,08:20:00,08:35:00,ÅZ,9,600,179X1-E9J6095A,1,1,3.1,451,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-24,SY50MP-V01D,SY50M-20-E-1,6.73,35,0.6,08:20:00,10:10:00,Åú,9,1200,"38X3-E9H5704A, 18X7-E9H5704A, 54X5-E9H5704A, 44X5-E9H5704A",20,20,7.1,445,,37.299999237061,38.200000762939,15,16,58,0,53,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.299999237061,38.200000762939,38.099998474121,38.200000762939,38.200000762939,38.099998474121,38.200000762939,38,38.299999237061,38.299999237061,0,0,0,0,0,0,0,0,0,0
2021-09-24,XLA25B2-V01B,XLA25-1B-S,7.28,35,0.6,14:00:00,16:10:00,Åú,9,1200,"25X7-E9H5704A, 44X2-E9H5704A, 45X7-E9H5704A, 48X7-E9H5704A, 31X1-E9H5704A",40,24,5,430,,34.799999237061,35,11,12,20,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.799999237061,35,35,35.099998474121,35.099998474121,35.099998474121,35,34.900001525879,35,34.900001525879,34.900001525879,35,0,0,0,0,0,0,0,0
2021-09-25,VV10M1-V01B,DXT156-10-11,3.33,25,0.6,08:30:00,10:10:00,Åú,9,1200,"31X6-E9H5704A, 43X7-E9H5704A, 54X2-E9H5704A",15,15,4.7,450,,37.299999237061,39,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.299999237061,39,39,38.900001525879,39,38.900001525879,39.099998474121,39,39,39.099998474121,39,39,39,39,39.200000762939,0,0,0,0,0
2021-09-27,XLA25BN-V01D,XLA25-3-1B,5.87,35,0.6,08:15:00,10:20:00,Åú,9,1200,"14X7-E9H5704A, 23X7-E9H5704A, 34X7-E9H5704A, 39X7-E9H5704A, 36X6-E9H5704A",40,34,8.2,448,,43.400001525879,43.700000762939,17,18,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.400001525879,43.700000762939,43.599998474121,43.599998474121,43.599998474121,43.700000762939,43.700000762939,43.599998474121,43.599998474121,43.599998474121,43.700000762939,43.700000762939,43.700000762939,43.799999237061,43.700000762939,43.599998474121,43.700000762939,0,0,0
2021-09-28,MSQ20B2-V01D,P6260201-D,4.66,50,0.6,08:05:00,08:20:00,ÅZ,9,1200,36X1-E9H5704A,1,1,5.2,448,,25.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
