date,die_number,production_number,specific_weight,discard_thickness,stretch_reatio,press_start,press_finish,press_type,billet_size,billet_length,billet_lot_no,plan_billet_input,actual_billet_input,actual_ram_speed,actual_die_temp,ok_works,1st_billet_work_length,2nd_billet_work_length,work_qty_from_1st_billet,work_qty_from_2nd_billet,total_ng_works,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,351,billet_No01_work_length,billet_No02_work_length,billet_No03_work_length,billet_No04_work_length,billet_No05_work_length,billet_No06_work_length,billet_No07_work_length,billet_No08_work_length,billet_No09_work_length,billet_No10_work_length,billet_No11_work_length,billet_No12_work_length,billet_No13_work_length,billet_No14_work_length,billet_No15_work_length,billet_No16_work_length,billet_No17_work_length,billet_No18_work_length,billet_No19_work_length,billet_No20_work_length
âüèoì˙,å^î‘,ïiî‘,íPèd,ÉfÉBÉXÉJÅ[Éhå˙,ÉXÉgÉåÉbÉ`,äJén,èIóπ,âüèoéÌï ,ÉrÉåÉbÉgÉTÉCÉY,ÉrÉåÉbÉgí∑Ç≥,ÉrÉåÉbÉgêªë¢î‘çÜ,åvâÊÉrÉåÉbÉgêî,é¿ê—ÉrÉåÉbÉgêî,ÉâÉÄë¨Åié¿ë™Åj,ã‡å^â∑ìxÅié¿ë™Åj,ó«ïiêî,1stÉrÉåÉbÉgâüèoí∑Ç≥,2ndÉrÉåÉbÉgâüèoí∑Ç≥,1stÉrÉåÉbÉgêªïiêî,2ndÉrÉåÉbÉgêªïiêî,ëçïsó«êî,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,351,ÉrÉåÉbÉg01ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg02ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg03ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg04ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg05ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg06ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg07ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg08ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg09ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg10ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg11ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg12ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg13ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg14ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg15ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg16ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg17ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg18ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg19ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg20ñ{ñ⁄êªïií∑
2022-03-14,MXW16B-V01D,P3801001-M,3.31,25,0.6,08:15:00,08:40:00,ÅZ,9,1200,171X1-E9H6078A,1,1,5,440,,37.799999237061,0,15,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11,MYB16H-V01D,MYB16LAA7163-20K,2.98,35,0.6,14:08:00,15:35:00,Åú,9,1200,"--X5-E9H6094A,162X7-E9H6078A,171X4-E9H6078A",16,16,5.8,445,,41.5,42.5,18,19,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,42.5,43.099998474121,43.099998474121,43.099998474121,43.200000762939,43.099998474121,43.200000762939,43.200000762939,43.200000762939,43.200000762939,43.200000762939,43.200000762939,43.200000762939,43.099998474121,43,0,0,0,0
2022-03-14,MXS20TB-V01D,P3800502-M-2,2.64,55,0.6,10:35:00,11:35:00,Åú,9,1200,"45X7-E1A5666A, 17X3-E1A5700A",10,10,5.5,460,,48,48,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0
2022-03-14,CUJ12A-V01D,CUJ12A-AD252-20K,1.07,35,1,13:00:00,16:10:00,Åú,9,600,"117X2-E9J6033A, 136X7-E9J6033A. 106X7-E9J6033A, 69X7-E9J6033A",23,23,1.5,450,,29,29,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
2022-03-15,SY50M-V01B,SY5000-20-1,4.44,50,0.6,11:30:00,12:15:00,Åú,9,1200,160X7-E9H6078A,18,9,7.3,450,,28.299999237061,28.299999237061,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.299999237061,28.299999237061,28.299999237061,28.299999237061,28.299999237061,28.299999237061,28.299999237061,28.299999237061,28.299999237061,0,0,0,0,0,0,0,0,0,0,0
2022-03-15,MYB16H-V01D,MYB16LAA7163-20K,2.98,35,0.6,09:50:00,10:20:00,Åú,9,1200,"180X7-E9H6078A, 02X7-E9H6078A",16,14,5.8,450,,42.900001525879,42.900001525879,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.900001525879,42.900001525879,42.900001525879,43.099998474121,43.099998474121,43.099998474121,43.099998474121,43.099998474121,43.099998474121,43.099998474121,43.099998474121,43.099998474121,43.099998474121,43.099998474121,0,0,0,0,0,0
2022-03-15,APT2-V01B,APTE00-98000724-D,1.221,25,0.6,08:00:00,08:30:00,Åú,9,600,104X3-E9J6033A,3,3,4,436,,23,23,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,25.700000762939,25.700000762939,27.60000038147,27.60000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16,APT5-V01B,APTE00-96000152-D,2.104,25,0.6,10:30:00,11:00:00,Åú,9,600,124X3-E9H6144A,20,3,5,450,,29.200000762939,28.89999961853,14,14,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.200000762939,28.89999961853,28.89999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16,CUJ16A-V02D,CUJ16A-AD253-20K,1.52,25,1.2,08:20:00,08:50:00,ÅZ,9,600,93X1-E956033A,1,1,2.2,440,,39.599998474121,0,19,0,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.599998474121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16,CG32R3-V01D,C3G32K02-AG003,2.824,25,0.6,09:45:00,10:10:00,ÅZ,9,1200,124X1-E9H6144A,1,1,2.5,446,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2022-03-16,MYB20H1-V01D,MYB20LAA7164-20K,4.44,35,0.6,13:00:00,14:30:00,Åú,9,1200,"12X7-E9H6078A, 27X7-E9H6094A, 17X2-E9H6094A",16,16,6.2,441,,28.700000762939,29,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.700000762939,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,0,0,0,0
2022-03-16,CG20R3-V01D,C3G20K02-AG001,1.344,25,0.6,09:00:00,09:20:00,ÅZ,9,600,124X1-E9H6144A,1,1,2,432,,43.900001525879,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.900001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16,CG25R3-V01D,C3G25K02-AG002,1.885,25,0.6,09:15:00,09:45:00,ÅZ,9,600,124X1-E9H6144A,1,1,8,450,,31.5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15,CUJ16A-V01D,CUJ16A-AD253-20K,1.52,25,1.2,08:30:00,09:20:00,Åú,9,600,"104X4-E9J6033A, 93X1",5,5,2.2,435,,41,41,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17,CRQ15B-V01C,P4730002-D,1.98,25,0.8,13:20:00,15:00:00,Åú,9,600,"110X4-E9J6033A, 111X7-E9J6033A, 11X2-E9H6109A",13,13,2.3,440,,29.5,31,9,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0
2022-03-17,MHY25B-V01D,P3319401-M,4.18,35,0.6,12:50:00,13:20:00,Åú,9,1200,24X3-E9H6064A,3,3,5.8,436,,30.5,30.60000038147,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,30.60000038147,30.60000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17,DXT192M1-V01D,DXT192-11-3,1.85,25,0.6,10:20:00,11:15:00,Åú,9,600,"93X5-E9H6033A, 110X3-E9J6033A",8,8,3.9,465,,31.5,33.299999237061,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,33.299999237061,33.700000762939,33.700000762939,33.700000762939,33.700000762939,33.700000762939,33.700000762939,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17,CG50R3-V01D,C3G50K02-AG005,6.477,25,0.6,09:40:00,10:00:00,ÅZ,9,1200,162X1-E9J5891A,1,1,4.5,455,,18.799999237061,0,11,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17,CG40R3-V01D,C3G40K02-AG004,4.313,25,0.6,09:10:00,09:35:00,ÅZ,9,1200,162X1-E9J5891A,1,1,3.5,460,,29.10000038147,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.10000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17,SY30MP-V03D,SY30M-20-E-1,4.22,25,0.6,09:00:00,09:15:00,ÅZ,9,1200,17X1-E9H6094A,1,1,2,452,,29.700000762939,0,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17,SY30MP-V02D,SY30M-20-E-1,4.22,25,0.6,08:15:00,08:50:00,ÅZ,9,1200,17X1-E9H6094A,1,1,2,452,,29.700000762939,0,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16,CQ50T-V01B,C2Q50-04-J0781-K,4.8,35,0.25,14:30:00,15:15:00,Åú,9,1200,17X3-E9H6094A,5,3,4.1,430,,25.60000038147,26.89999961853,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60000038147,26.89999961853,26.89999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18,CUJ20A-V01D,CUJ20A-AD254-20K,2.22,25,1.2,08:15:00,08:25:00,ÅZ,9,600,64X1-E9J6033A,1,1,3.1,452,,26.700000762939,0,13,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18,XLA40B2-V01B,XLA40-1B-S,12.34,50,0.6,09:45:00,10:25:00,Åú,9,1200,"24X4-E9H6094A, 33X4-E9H6094A",8,8,6,445,,40.5,40.299999237061,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,40.299999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18,CG63R3-V01D,C3G63K02-AG006,10.388,25,0.6,09:10:00,09:40:00,ÅZ,9,1200,162X2-E9J5891A,2,2,6,439,,24,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18,CG25H2-V01D,C1G25K02-AM406,2.142,25,0.6,08:50:00,09:05:00,ÅZ,9,600,152X1-E9H6144A,1,1,2.8,445,,29.200000762939,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18,CG20H2-V01D,C1G20K02-AM405,1.515,25,0.6,08:30:00,08:47:00,ÅZ,9,600,152X1-E9H6144A,1,1,2.5,440,,41.400001525879,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.400001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18,APT5-V01B,APTE00-96000152-D,2.104,25,0.6,12:50:00,14:30:00,Åú,9,600,"136X7-E9H6144A, 130X5-E9H6144A, 135X7-E9H6144A, 155X6-E9H6144A",20,25,5,435,,28.39999961853,29.10000038147,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.39999961853,29.10000038147,29.10000038147,29.10000038147,29.10000038147,29.10000038147,29.10000038147,29.10000038147,29.10000038147,29.10000038147,29.10000038147,29.10000038147,29.10000038147,29.10000038147,29.10000038147,29.10000038147,29.10000038147,29.10000038147,29.10000038147,29.10000038147
2022-03-21,CUJ12A-V01D,CUJ12A-AD252-20K,1.07,35,1,11:30:00,12:45:00,Åú,9,600,"89X2-E9J6033A, 64X1-E9J6033A",3,3,1.5,460,,29,28.799999237061,12,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28.799999237061,29,28.89999961853,29,28.89999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21,CRQ15B-V01C,P4730002-D,1.98,25,0.8,11:15:00,11:30:00,Åú,9,600,89X2-E9J6033A,2,2,2.3,462,,31.200000762939,31.299999237061,12,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.200000762939,31.299999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21,CUJ16A-V01D,CUJ16A-AD253-20K,1.52,25,1.2,09:45:00,10:45:00,Åú,9,600,"94X7-E9J6033A, 89X3-E9J6033A",10,10,2.2,440,,39.5,41,17,18,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,41,41.200000762939,41.200000762939,41.099998474121,41.200000762939,41.099998474121,41.299999237061,41.299999237061,41.200000762939,0,0,0,0,0,0,0,0,0,0
2022-03-21,PS16-V01D,S500A61T16X05X30,0.507,25,0.6,08:50:00,09:45:00,Åú,9,600,"124X1-E9H6144A, 155X1-E9H6144A, 152X2-E9H6144A",4,4,2.3,445,,28.5,28.5,7,7,77,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,0,0,0,0
2022-03-21,CG40H3-V01D,C1G40L-AT034-30K,3.859,25,0.6,08:35:00,08:55:00,ÅZ,9,1200,162X1-E9J5891A,1,1,4,440,,32,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21,CG32H3-V01D,C1G32L-AT033-30K,2.572,42,0.6,08:10:00,08:30:00,ÅZ,9,1200,162X1-E9J5891A,1,1,4,448,,46.099998474121,0,13,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.099998474121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21,CQ50T-V01B,C2Q50-04-J0781-K,4.8,35,0.3,13:20:00,14:10:00,Åú,9,1200,23X5-E9H6094A,5,5,4.1,451,,25.60000038147,26.700000762939,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60000038147,26.700000762939,26.89999961853,26.89999961853,26.89999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22,CG50H3-V01D,C1G50L-AT035-30K,5.944,25,0.6,10:06:00,10:28:00,ÅZ,9,1200,84X1-E9H6170A,1,1,5,455,,20,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22,PS25-V01D,S500A61T25X06X30,1.253,25,0.6,09:25:00,10:00:00,Åù,9,1200,84X2-E9H6170A,2,2,2.5,455,,46,46,13,13,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22,PS32-V01D,S500A61T32X08X30,2.06,25,0.6,08:45:00,09:20:00,Åù,9,600,75X2-E9H6120A,5,5,2.3,448,,29.5,29.700000762939,8,8,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,29.700000762939,29.700000762939,29.700000762939,29.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22,CQ20K-V01D,C2Q020K31-49998A,0.882,25,0.6,08:15:00,08:40:00,Åù,9,600,75X2-E9H6120A,2,2,2,443,,33,33,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22,APT5-V01B,APTE00-96000152-D,2.104,25,0.6,10:30:00,12:30:00,Åú,9,600,"67X7-E9H6120A, 96X7-E9H6120A, 143X7-E9H6144A, 115X7-E9H6144A",28,28,4,464,,29,29,7,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,29,29,29,29,29,29,29,29,29,29,29,29,29,0,0,0,0,0,0,0
2022-03-22,SY30MP-V02D,SY30M-20-E-1,4.22,25,0.6,12:50:00,13:20:00,ÅZ,9,1200,33X1-E9H6094A,1,1,2,447,,29.700000762939,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22,MXW16B-V01D,P3801001-M,3.31,25,0.6,13:30:00,13:45:00,ÅZ,9,1200,33X1-E9H6074A,1,1,5,447,,37.400001525879,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.400001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23,CQ50T-V01B,C2Q50-04-J0781-K,4.8,35,0.3,13:00:00,14:10:00,Åú,9,1200,"167X7-E9H6078A, 175X3-E9H6078A",10,10,4.1,442,,26.60000038147,26.60000038147,10,11,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.60000038147,26.60000038147,26.89999961853,26.89999961853,26.89999961853,26.89999961853,26.89999961853,26.700000762939,26.89999961853,26.89999961853,0,0,0,0,0,0,0,0,0,0
2022-03-23,PS40-V01D,S500A61T40X10X30,3.218,25,0.8,10:35:00,11:20:00,Åù,9,1200,78X6-E9H6170A,6,6,3,461,,38.799999237061,39.099998474121,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.799999237061,39.099998474121,39.099998474121,39.200000762939,39.200000762939,39.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23,PS32B-V01D,S502A61T32X06X27,1.983,25,0.8,09:20:00,10:05:00,Åù,9,600,"143X1-E9H6144A, 115X5-E9H6144A",6,6,2.3,445,,27,31.10000038147,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31.10000038147,31.10000038147,31.200000762939,31.200000762939,33.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23,PS25A-V01D,S502A61T25X06X27,1.196,25,0.6,08:40:00,09:20:00,Åù,9,600,143X4-E9H6144A,4,4,2.5,445,,25,25,7,7,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,27,27,27.10000038147,27.10000038147,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23,PS20A-V01D,S502A61T20X05X27,0.774,25,0.6,08:10:00,08:35:00,Åù,9,600,143X2-E9H6144A,2,2,2,458,,37.900001525879,37.900001525879,12,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.900001525879,37.900001525879,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23,SY30MP-V01D,SY30M-20-E-1,4.22,25,0.6,15:00:00,16:05:00,Åú,9,1200,"175X4-E9H6078A, 33X1-E9H6094A",5,5,2,485,,29.200000762939,30.299999237061,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.200000762939,30.299999237061,30.39999961853,30.39999961853,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24,APT5-V01B,APTE00-96000152-D,2.104,25,0.6,08:10:00,09:00:00,Åú,9,600,115X2-E9H6144A,15,2,3.5,445,,30.10000038147,30.10000038147,7,8,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.10000038147,30.10000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24,PS40B-V01D,S502A61T40X09X27,3.063,25,1,10:45:00,11:38:00,Åù,9,1200,"84X4-E9H6170A,78X1-E9H6170A",5,5,3,456,,41,41.200000762939,13,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41.200000762939,41.200000762939,41.200000762939,41.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24,VJ30M1-V02D,VJ3000-20-1,1.79,25,0.6,14:05:00,14:25:00,ÅZ,9,600,64X1-E9J6033A,1,1,1,460,,33.200000762939,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24,APT8-V01B,APTE00-96001786-D,2.515,65,0.6,13:05:00,14:00:00,Åú,9,1200,6X4-E9H6078A,4,4,2,451,,49,49.400001525879,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49.400001525879,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25,APT5-V01B,APTE00-96000152-D,2.104,25,0.6,08:10:00,09:25:00,Åú,9,600,"66X7-E9H6120, 62X7-E9H6120A, 67X1-E9H6120",15,15,3.5,443,,29.10000038147,29,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.10000038147,29,29.10000038147,29.10000038147,29,29.10000038147,29.10000038147,29,29,29.10000038147,29.10000038147,29.10000038147,29.10000038147,29,29,0,0,0,0,0
2022-03-24,VJ10M-V02D,VJ100-16-7,0.66,25,0.6,14:30:00,14:50:00,ÅZ,9,600,64X1-E9J6033A,1,1,3.5,460,,40,40,18,18,36,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25,SY30M-V02B,SY3000-20-1,3.22,35,0.6,09:50:00,10:15:00,ÅZ,9,1200,6X1-E9H6078A,1,1,8,420,,38.400001525879,0,19,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.400001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25,DXT192M1-V02D,DXT192-11-3,1.85,25,0.6,10:20:00,10:30:00,ÅZ,9,600,64X1-E9J6033A,1,1,3.9,435,,32,0,16,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25,VV15M1-V02D,DXT201-13-13,3.54,25,0.6,10:30:00,11:00:00,ÅZ,9,1200,6X1-E9H6078A,1,1,4.2,417,,35.200000762939,0,17,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25,SY30MP-V01D,SY30M-20-E-1,4.22,25,0.6,13:00:00,14:50:00,Åú,9,1200,"23X2-E9H6094A, 6X1-E9H6094A, 18X7-E9H6094A",10,10,2,440,,30.200000762939,30.5,12,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.200000762939,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,0,0,0,0,0,0,0,0,0,0
2022-03-26,XLA25B2-V02B,XLA25-1B-S,7.28,35,0.6,11:00:00,11:20:00,ÅZ,9,1200,14X1-E9H6094A,1,1,5,448,,16.700000762939,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26,VV14M1-V02D,DXT199-20-23,2.58,50,0.6,08:50:00,09:15:00,ÅZ,9,1200,14X1-E9H6094A,1,1,2.9,435,,33.5,0,16,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
