Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,85,84,82.8,,,,,,,,83.9
1E,84,85.2,85.8,,,,,,,,85
2H,83.7,85,86.7,,,,,,,,85.1
2E,83,82,83.7,,,,,,,,82.9
1E1,84,85.7,84.8,,,,,,,,84.8
1E2,84.9,85,84.2,,,,,,,,84.7
1E3,80.7,84.8,86,,,,,,,,83.8
1E4,78,81.8,83,,,,,,,,80.9
1E5,80.2,82,83.7,,,,,,,,82
1E6,86,83.1,82,,,,,,,,83.7
1E7,85.7,84.6,82,,,,,,,,84.1
1E8,84,86.3,82.8,,,,,,,,84.4
1E9,75,84.1,85,,,,,,,,81.4
1E10,84.8,85.6,83.8,,,,,,,,84.7
1E11,79.6,83.8,84,,,,,,,,82.5
1E12,82,85.6,84,,,,,,,,83.9
2E1,,,,,,,,,,,
2E2,,,,,,,,,,,
2E3,85,84.8,83,,,,,,,,84.3
2E4,83,84.8,82,,,,,,,,83.3
2E5,85,79.7,83,,,,,,,,82.6
2E6,85,86.6,86.3,,,,,,,,86
2E7,82,84.7,83,,,,,,,,83.2
2E8,86,85.9,82,,,,,,,,84.6
2E9,85,83,85,,,,,,,,84.3
2E10,85,85.8,87,,,,,,,,85.9
2E11,83.2,86,84.8,,,,,,,,84.7
2E12,84,86,85.8,,,,,,,,85.3
