Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,86,85.8,85.3,,,,,,,,85.7
1E,86,85.7,84,,,,,,,,85.2
2H,84.2,87,88.3,,,,,,,,86.5
2E,79.7,81.3,87,,,,,,,,82.7
2E7,84.7,85,85.4,,,,,,,,85
1E1,85,84.5,85.3,,,,,,,,84.9
1E2,,,,,,,,,,,
1E3,84.8,85,84.8,,,,,,,,84.9
1E4,83.8,83.8,84.2,,,,,,,,83.9
1E5,82.7,80.7,83,,,,,,,,82.1
1E6,83.6,85,83,,,,,,,,83.9
1E7,81,85.3,85,,,,,,,,83.8
2E1,82.6,83.5,83.6,,,,,,,,83.2
2E2,85,83.3,84,,,,,,,,84.1
2E3,77.8,84,83.7,,,,,,,,81.8
2E4,83.1,84.4,83.2,,,,,,,,83.6
2E5,83,83,82.7,,,,,,,,82.9
2E6,81.4,84,84.8,,,,,,,,83.4
2E7,,,,,,,,,,,
