Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,73.4,71.3,76.7,,,,,,,,73.8
1A,74.7,77.8,78.3,,,,,,,,76.9
1B,77.2,81.6,76.4,,,,,,,,78.4
1C,76.3,75.7,76,,,,,,,,76
1D,76.5,78,78.2,,,,,,,,77.6
1E,79.1,77.6,77.3,,,,,,,,78
2H,78.2,78.9,78.3,,,,,,,,78.5
2A,74.0,75.1,75.3,,,,,,,,74.8
2B,72.8,77.2,78.5,,,,,,,,76.2
2C,72.5,75.4,79.1,,,,,,,,75.7
2D,71.9,76,77.9,,,,,,,,75.3
2E,71.4,76.7,76.5,,,,,,,,74.9
