Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,89,87.7,88,,,,,,,,88.2
1E,88.5,87,87.3,,,,,,,,87.6
2H,88.2,89.3,88,,,,,,,,88.5
2E,89.3,89.7,88,,,,,,,,89
3H,88.4,89.3,88,,,,,,,,88.6
3E,87.6,89.1,89,,,,,,,,88.6
4H,87,89.2,89,,,,,,,,88.4
4E,88,87.2,88.1,,,,,,,,87.8
5H,89.3,87.7,88,,,,,,,,88.3
5E,88.2,87.4,89,,,,,,,,88.2
6H,89.2,88.1,87.3,,,,,,,,88.2
6E,87.6,88,89,,,,,,,,88.2
7H,89.4,88.1,87,,,,,,,,88.2
7E,87.7,87,89,,,,,,,,87.9
8H,89.3,88,87.7,,,,,,,,88.3
8E,87.2,89.2,88,,,,,,,,88.1
9H,88,89,87.5,,,,,,,,88.2
9E,87.8,89.1,89,,,,,,,,88.6
10H,87,87.4,89,,,,,,,,87.8
10E,89.1,87.5,88,,,,,,,,88.2
11H,87.2,87,89,,,,,,,,87.7
11E,89.2,88,87.6,,,,,,,,88.3
12H,87.2,88,89,,,,,,,,88.1
12E,89.2,87.6,88,,,,,,,,88.3
13H,87,87.5,88.1,,,,,,,,87.5
13E,89.2,87.7,88,,,,,,,,88.3
14H,87,89.1,88,,,,,,,,88
14E,87.5,88,87.2,,,,,,,,87.6
15H,89.2,87.3,88,,,,,,,,88.2
15E,88.1,88,89.3,,,,,,,,88.5
16H,89.2,88,87.7,,,,,,,,88.3
16E,87.8,88.5,87,,,,,,,,87.8
17H,87,87.3,89,,,,,,,,87.8
17E,87.3,88.2,89.1,,,,,,,,88.2
18H,89.2,87,88,,,,,,,,88.1
18E,88.3,87.4,88,,,,,,,,87.9
