Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,74.2,79,74.5,,,,,,,,75.9
1A,76.1,76.1,75.8,,,,,,,,76
1B,71.9,77.2,76.7,,,,,,,,75.3
1E,74.9,75.7,77.4,,,,,,,,76
2H,,,,,,,,,,,
2A,,,,,,,,,,,
2B,,,,,,,,,,,
2E,,,,,,,,,,,
3H,76.3,77.3,77.4,,,,,,,,77
3A,74.2,75.6,75.1,,,,,,,,75
3B,77.6,79.7,79,,,,,,,,78.8
3E,73.7,75.2,75,,,,,,,,74.6
