Position,1,2,3,4,5,6,7,8,9,10,AVG
1H,72.6,75.6,77.0,,,,,,,,75.1
1A,76.0,75.4,77.0,,,,,,,,76.1
1B,77.8,77.3,76.5,,,,,,,,77.2
1E,73.0,74.7,75.6,,,,,,,,74.4
2H,74.4,76.8,77.0,,,,,,,,76.1
2A,75.9,77.9,76.6,,,,,,,,76.8
2B,78.0,80.3,78.8,,,,,,,,79
2E,73.9,75.4,76.5,,,,,,,,75.3
3H,78.9,77.5,76.9,,,,,,,,77.8
3A,75.9,76.3,75.5,,,,,,,,75.9
3B,74.5,77.2,77.0,,,,,,,,76.2
3E,72.7,73.4,75.6,,,,,,,,73.9
4H,78.4,77.6,78.1,,,,,,,,78
4A,72.2,73.4,74.3,,,,,,,,73.3
4B,77.8,77.5,75.9,,,,,,,,77.1
4E,74.4,74.7,73.4,,,,,,,,74.2
5H,77.5,78.6,78.6,,,,,,,,78.2
5A,76.3,74.6,75.9,,,,,,,,75.6
5B,76.7,80.0,76.5,,,,,,,,77.7
5E,74.5,75.0,73.1,,,,,,,,74.2
6H,73.9,77.9,76.6,,,,,,,,76.1
6A,73.0,76.2,78.9,,,,,,,,76
6B,77.1,74.7,78.2,,,,,,,,76.7
6E,72.7,75.3,73.1,,,,,,,,73.7
7H,77.1,77.1,73.4,,,,,,,,75.9
7A,74.7,75.4,78.3,,,,,,,,76.1
7B,78.4,76.6,76.6,,,,,,,,77.2
7E,71.8,73.4,75.5,,,,,,,,73.6
8H,75.0,73.5,73.4,,,,,,,,74
8A,74.6,78.2,78.5,,,,,,,,77.1
8B,76.7,78.1,79.0,,,,,,,,77.9
8E,74.9,75.6,78.3,,,,,,,,76.3
